accident_no,surface_cond_desc
T20100021358,Dry
T20100021363,Dry
T20100021371,Dry
T20100021373,Dry
T20100021381,Dry
T20100021382,Dry
T20100021387,Unknown
T20100021392,Dry
T20100021395,Dry
T20100021400,Dry
T20100021402,Dry
T20100021404,Dry
T20100021407,Wet
T20100021409,Dry
T20100021410,Dry
T20100021414,Dry
T20100021415,Wet
T20100021418,Dry
T20100021425,Dry
T20100021427,Dry
T20100021429,Dry
T20100021430,Dry
T20100021432,Wet
T20100021434,Dry
T20100021437,Dry
T20100021440,Dry
T20100021441,Dry
T20100021444,Unknown
T20100021446,Dry
T20100021453,Unknown
T20100021461,Dry
T20100021465,Dry
T20100021466,Dry
T20100021468,Dry
T20100021473,Dry
T20100021475,Dry
T20100021483,Wet
T20100021487,Dry
T20100021494,Dry
T20100021500,Dry
T20100021501,Dry
T20100021508,Dry
T20100021509,Dry
T20100021511,Dry
T20100021512,Dry
T20100021514,Dry
T20100021517,Dry
T20100021518,Dry
T20100021521,Wet
T20100021523,Dry
T20100021524,Dry
T20100021525,Dry
T20100021526,Dry
T20100021531,Dry
T20100021536,Dry
T20100021539,Dry
T20100021540,Dry
T20100021543,Dry
T20100021545,Dry
T20100021547,Dry
T20100021550,Dry
T20100021555,Dry
T20100021563,Dry
T20100021565,Dry
T20100021567,Wet
T20100021569,Dry
T20100021573,Dry
T20100021575,Dry
T20100021577,Dry
T20100021580,Dry
T20100021583,Dry
T20100021587,Dry
T20100021588,Dry
T20100021596,Dry
T20100021597,Unknown
T20100021600,Dry
T20100021606,Dry
T20100021607,Dry
T20100021609,Dry
T20100021613,Dry
T20100021615,Dry
T20100021616,Dry
T20100021618,Dry
T20100021619,Dry
T20100021623,Dry
T20100021628,Dry
T20100021629,Dry
T20100021630,Dry
T20100021634,Unknown
T20100021645,Dry
T20100021647,Dry
T20100021657,Unknown
T20100021660,Dry
T20100021661,Dry
T20100021670,Dry
T20100021672,Wet
T20100021673,Dry
T20100021678,Dry
T20100021680,Dry
T20100021682,Dry
T20100021687,Dry
T20100021693,Dry
T20100021696,Dry
T20100021701,Dry
T20100021704,Dry
T20100021718,Dry
T20100021722,Dry
T20100021725,Dry
T20100021729,Dry
T20100021730,Dry
T20100021732,Dry
T20100021734,Dry
T20100021737,Dry
T20100021742,Dry
T20100021756,Dry
T20100021758,Wet
T20100021759,Dry
T20100021762,Dry
T20100021766,Dry
T20100021767,Dry
T20100021773,Dry
T20100021775,Unknown
T20100021776,Dry
T20100021780,Dry
T20100021781,Dry
T20100021783,Dry
T20100021790,Dry
T20100021791,Dry
T20100021794,Dry
T20100021795,Dry
T20100021799,Dry
T20100021807,Dry
T20100021810,Dry
T20100021813,Dry
T20100021814,Dry
T20100021825,Dry
T20100021826,Dry
T20100021830,Dry
T20100021834,Unknown
T20100021837,Icy
T20100021851,Unknown
T20100021852,Dry
T20100021853,Dry
T20100021860,Dry
T20100021863,Dry
T20100021867,Dry
T20100021875,Dry
T20100021878,Unknown
T20100021881,Dry
T20100021885,Unknown
T20100021889,Dry
T20100021893,Dry
T20100021894,Dry
T20100021895,Dry
T20100021902,Dry
T20100021909,Dry
T20100021915,Dry
T20100021921,Dry
T20100021922,Dry
T20100021924,Dry
T20100021925,Dry
T20100021929,Unknown
T20100021932,Dry
T20100021940,Dry
T20100021945,Dry
T20100021948,Dry
T20100021952,Dry
T20100021954,Dry
T20100021957,Dry
T20100021958,Dry
T20100021960,Dry
T20100021971,Dry
T20100021973,Dry
T20100021974,Dry
T20100021977,Dry
T20100021979,Dry
T20100021980,Dry
T20100021984,Dry
T20100021985,Dry
T20100021988,Dry
T20100021991,Dry
T20100021992,Dry
T20100021993,Dry
T20100021994,Dry
T20100021995,Dry
T20100022000,Dry
T20100022008,Dry
T20100022011,Dry
T20100022018,Dry
T20100022021,Dry
T20100022026,Dry
T20100022030,Dry
T20100022032,Dry
T20100022035,Wet
T20100022036,Dry
T20100022040,Wet
T20100022043,Wet
T20100022051,Wet
T20100022051,Muddy
T20100022055,Wet
T20100022056,Dry
T20100022057,Wet
T20100022058,Unknown
T20100022059,Wet
T20100022061,Wet
T20100022079,Wet
T20100022095,Wet
T20100022109,Dry
T20100022110,Wet
T20100022118,Dry
T20100022131,Dry
T20100022133,Wet
T20100022141,Wet
T20100022155,Wet
T20100022157,Wet
T20100022161,Wet
T20100022163,Dry
T20100022165,Dry
T20100022166,Dry
T20100022170,Wet
T20100022171,Wet
T20100022173,Wet
T20100022177,Wet
T20100022182,Wet
T20100022190,Dry
T20100022192,Dry
T20100022201,Wet
T20100022204,Dry
T20100022206,Wet
T20100022210,Unknown
T20100022213,Wet
T20100022216,Wet
T20100022218,Wet
T20100022221,Wet
T20100022225,Wet
T20100022227,Wet
T20100022228,Wet
T20100022236,Wet
T20100022243,Dry
T20100022247,Wet
T20100022255,Dry
T20100022257,Dry
T20100022261,Dry
T20100022263,Dry
T20100022268,Wet
T20100022269,Wet
T20100022272,Dry
T20100022273,Unknown
T20100022274,Wet
T20100022285,Wet
T20100022297,Wet
T20100022300,Wet
T20100022303,Wet
T20100022314,Wet
T20100022314,Icy
T20100022326,Wet
T20100022328,Unknown
T20100022329,Wet
T20100022335,Wet
T20100022343,Dry
T20100022350,Dry
T20100022353,Wet
T20100022359,Dry
T20100022362,Dry
T20100022363,Wet
T20100022366,Unknown
T20100022368,Wet
T20100022370,Dry
T20100022373,Wet
T20100022374,Unknown
T20100022377,Dry
T20100022379,Wet
T20100022382,Dry
T20100022386,Dry
T20100022387,Dry
T20100022391,Dry
T20100022397,Dry
T20100022398,Dry
T20100022413,Wet
T20100022414,Dry
T20100022424,Dry
T20100022426,Dry
T20100022427,Dry
T20100022429,Dry
T20100022430,Wet
T20100022431,Dry
T20100022432,Dry
T20100022437,Dry
T20100022440,Dry
T20100022444,Dry
T20100022449,Dry
T20100022454,Wet
T20100022456,Dry
T20100022462,Dry
T20100022463,Dry
T20100022466,Dry
T20100022470,Wet
T20100022474,Dry
T20100022476,Dry
T20100022479,Unknown
T20100022482,Dry
T20100022485,Dry
T20100022486,Dry
T20100022488,Dry
T20100022490,Dry
T20100022495,Dry
T20100022497,Dry
T20100022503,Wet
T20100022503,Muddy
T20100022506,Dry
T20100022510,Dry
T20100022514,Dry
T20100022515,Unknown
T20100022519,Dry
T20100022524,Wet
T20100022525,Dry
T20100022533,Dry
T20100022537,Unknown
T20100022542,Dry
T20100022545,Dry
T20100022547,Dry
T20100022549,Dry
T20100022551,Dry
T20100022557,Dry
T20100022562,Dry
T20100022566,Dry
T20100022567,Wet
T20100022571,Dry
T20100022578,Dry
T20100022584,Dry
T20100022591,Dry
T20100022593,Wet
T20100022596,Wet
T20100022599,Wet
T20100022601,Wet
T20100022603,Wet
T20100022612,Wet
T20100022614,Dry
T20100022628,Dry
T20100022629,Wet
T20100022635,Dry
T20100022640,Wet
T20100022641,Wet
T20100022642,Wet
T20100022645,Wet
T20100022647,Wet
T20100022650,Wet
T20100022651,Dry
T20100022652,Wet
T20100022655,Wet
T20100022662,Dry
T20100022663,Unknown
T20100022671,Dry
T20100022675,Wet
T20100022681,Wet
T20100022682,Wet
T20100022683,Dry
T20100022692,Wet
T20100022697,Unknown
T20100022698,Dry
T20100022701,Wet
T20100022702,Wet
T20100022704,Wet
T20100022705,Wet
T20100022712,Dry
T20100022713,Wet
T20100022714,Wet
T20100022718,Dry
T20100022719,Wet
T20100022726,Wet
T20100022730,Wet
T20100022734,Dry
T20100022743,Dry
T20100022746,Wet
T20100022748,Wet
T20100022759,Wet
T20100022760,Wet
T20100022761,Wet
T20100022763,Wet
T20100022764,Dry
T20100022769,Wet
T20100022773,Dry
T20100022774,Wet
T20100022779,Wet
T20100022783,Wet
T20100022785,Wet
T20100022789,Dry
T20100022790,Unknown
T20100022799,Dry
T20100022806,Wet
T20100022806,Icy
T20100022807,Dry
T20100022808,Unknown
T20100022810,Dry
T20100022815,Dry
T20100022816,Dry
T20100022818,Dry
T20100022819,Dry
T20100022820,Wet
T20100022822,Dry
T20100022823,Wet
T20100022824,Unknown
T20100022825,Dry
T20100022826,Wet
T20100022831,Dry
T20100022842,Dry
T20100022846,Dry
T20100022849,Wet
T20100022853,Dry
T20100022856,Dry
T20100022857,Dry
T20100022858,Dry
T20100022863,Dry
T20100022867,Dry
T20100022872,Dry
T20100022877,Dry
T20100022883,Dry
T20100022885,Wet
T20100022886,Dry
T20100022888,Dry
T20100022895,Wet
T20100022896,Wet
T20100022899,Dry
T20100022902,Wet
T20100022902,Muddy
T20100022903,Dry
T20100022907,Dry
T20100022908,Unknown
T20100022910,Dry
T20100022912,Dry
T20100022915,Wet
T20100022918,Wet
T20100022922,Wet
T20100022924,Dry
T20100022927,Dry
T20100022928,Dry
T20100022931,Wet
T20100022934,Wet
T20100022951,Wet
T20100022955,Dry
T20100022958,Dry
T20100022966,Wet
T20100022971,Dry
T20100022980,Unknown
T20100022982,Wet
T20100022987,Unknown
T20100022990,Wet
T20100022991,Dry
T20100022992,Dry
T20100022994,Dry
T20100023003,Wet
T20100023009,Dry
T20100023012,Wet
T20100023014,Dry
T20100023022,Dry
T20100023027,Wet
T20100023030,Dry
T20100023032,Dry
T20100023034,Wet
T20100023039,Wet
T20100023043,Dry
T20100023048,Dry
T20100023049,Dry
T20100023050,Wet
T20100023056,Dry
T20100023063,Wet
T20100023069,Wet
T20100023078,Wet
T20100023079,Wet
T20100023084,Wet
T20100023091,Dry
T20100023093,Wet
T20100023096,Wet
T20100023096,Muddy
T20100023098,Wet
T20100023110,Wet
T20100023122,Wet
T20100023125,Dry
T20100023126,Dry
T20100023130,Wet
T20100023130,Muddy
T20100023131,Wet
T20100023134,Wet
T20100023138,Dry
T20100023147,Wet
T20100023149,Dry
T20100023157,Unknown
T20100023158,Wet
T20100023159,Wet
T20100023168,Dry
T20100023176,Wet
T20100023185,Dry
T20100023186,Dry
T20100023194,Wet
T20100023195,Dry
T20100023207,Dry
T20100023211,Wet
T20100023212,Dry
T20100023214,Dry
T20100023217,Dry
T20100023222,Dry
T20100023223,Dry
T20100023226,Dry
T20100023229,Dry
T20100023230,Dry
T20100023237,Dry
T20100023242,Dry
T20100023249,Dry
T20100023251,Dry
T20100023254,Dry
T20100023255,Wet
T20100023256,Dry
T20100023259,Dry
T20100023260,Dry
T20100023265,Dry
T20100023291,Dry
T20100023293,Dry
T20100023295,Dry
T20100023296,Wet
T20100023303,Dry
T20100023312,Dry
T20100023314,Dry
T20100023315,Dry
T20100023330,Dry
T20100023331,Dry
T20100023332,Dry
T20100023336,Dry
T20100023337,Dry
T20100023339,Dry
T20100023340,Dry
T20100023343,Dry
T20100023347,Dry
T20100023353,Dry
T20100023363,Dry
T20100023364,Dry
T20100023367,Dry
T20100023369,Dry
T20100023371,Dry
T20100023373,Dry
T20100023377,Dry
T20100023378,Dry
T20100023379,Dry
T20100023380,Dry
T20100023382,Dry
T20100023384,Dry
T20100023386,Dry
T20100023398,Dry
T20100023402,Unknown
T20100023418,Dry
T20100023427,Dry
T20100023432,Dry
T20100023433,Dry
T20100023438,Dry
T20100023444,Dry
T20100023445,Dry
T20100023448,Dry
T20100023453,Dry
T20100023459,Dry
T20100023460,Dry
T20100023461,Dry
T20100023468,Dry
T20100023471,Dry
T20100023478,Dry
T20100023486,Dry
T20100023487,Dry
T20100023498,Dry
T20100023503,Dry
T20100023512,Dry
T20100023514,Dry
T20100023515,Muddy
T20100023516,Dry
T20100023518,Dry
T20100023519,Dry
T20100023522,Dry
T20100023526,Dry
T20100023532,Wet
T20100023537,Dry
T20100023541,Dry
T20100023542,Dry
T20100023545,Dry
T20100023552,Dry
T20100023555,Dry
T20100023559,Dry
T20100023560,Dry
T20100023561,Dry
T20100023565,Dry
T20100023566,Wet
T20100023569,Dry
T20100023571,Dry
T20100023577,Dry
T20100023578,Dry
T20100023582,Dry
T20100023587,Dry
T20100023603,Dry
T20100023608,Unknown
T20100023610,Dry
T20100023618,Dry
T20100023624,Dry
T20100023625,Unknown
T20100023633,Dry
T20100023635,Dry
T20100023647,Dry
T20100023650,Dry
T20100023653,Dry
T20100023659,Dry
T20100023662,Dry
T20100023663,Dry
T20100023665,Wet
T20100023668,Dry
T20100023669,Unknown
T20100023673,Dry
T20100023677,Dry
T20100023687,Wet
T20100023688,Wet
T20100023694,Dry
T20100023708,Dry
T20100023714,Dry
T20100023715,Dry
T20100023716,Dry
T20100023725,Wet
T20100023726,Dry
T20100023727,Wet
T20100023728,Dry
T20100023729,Wet
T20100023730,Dry
T20100023735,Unknown
T20100023741,Unknown
T20100023744,Wet
T20100023747,Dry
T20100023749,Wet
T20100023751,Unknown
T20100023762,Wet
T20100023765,Wet
T20100023767,Unknown
T20100023769,Wet
T20100023769,Icy
T20100023773,Wet
T20100023777,Dry
T20100023779,Dry
T20100023781,Wet
T20100023783,Wet
T20100023787,Wet
T20100023791,Dry
T20100023797,Dry
T20100023801,Dry
T20100023815,Dry
T20100023818,Unknown
T20100023819,Dry
T20100023826,Dry
T20100023831,Dry
T20100023833,Dry
T20100023840,Dry
T20100023843,Wet
T20100023845,Dry
T20100023846,Dry
T20100023847,Dry
T20100023851,Unknown
T20100023852,Wet
T20100023853,Dry
T20100023855,Wet
T20100023855,Muddy
T20100023857,Unknown
T20100023858,Unknown
T20100023860,Dry
T20100023862,Dry
T20100023865,Dry
T20100023869,Dry
T20100023875,Dry
T20100023879,Dry
T20100023880,Wet
T20100023889,Wet
T20100023890,Dry
T20100023894,Dry
T20100023895,Unknown
T20100023898,Dry
T20100023899,Dry
T20100023905,Dry
T20100023914,Unknown
T20100023923,Dry
T20100023926,Dry
T20100023927,Dry
T20100023929,Dry
T20100023932,Dry
T20100023933,Dry
T20100023937,Dry
T20100023938,Dry
T20100023941,Dry
T20100023948,Dry
T20100023949,Dry
T20100023960,Dry
T20100023961,Dry
T20100023965,Dry
T20100023967,Dry
T20100023969,Dry
T20100023970,Dry
T20100023972,Dry
T20100023974,Dry
T20100023975,Wet
T20100023979,Dry
T20100023983,Dry
T20100023996,Dry
T20100023998,Dry
T20100024001,Wet
T20100024004,Dry
T20100024007,Wet
T20100024017,Wet
T20100024019,Dry
T20100024023,Wet
T20100024030,Dry
T20100024032,Dry
T20100024033,Dry
T20100024035,Dry
T20100024037,Dry
T20100024048,Wet
T20100024050,Wet
T20100024052,Dry
T20100024054,Wet
T20100024059,Wet
T20100024064,Dry
T20100024066,Wet
T20100024070,Unknown
T20100024072,Wet
T20100024073,Wet
T20100024079,Wet
T20100024080,Wet
T20100024082,Wet
T20100024083,Dry
T20100024085,Dry
T20100024086,Unknown
T20100024091,Unknown
T20100024092,Dry
T20100024095,Dry
T20100024098,Unknown
T20100024099,Dry
T20100024101,Dry
T20100024104,Dry
T20100024110,Dry
T20100024117,Wet
T20100024118,Dry
T20100024120,Unknown
T20100024121,Muddy
T20100024123,Dry
T20100024128,Dry
T20100024136,Wet
T20100024143,Dry
T20100024144,Unknown
T20100024147,Dry
T20100024155,Dry
T20100024160,Wet
T20100024160,Muddy
T20100024163,Dry
T20100024166,Dry
T20100024167,Dry
T20100024173,Dry
T20100024173,Wet
T20100024174,Dry
T20100024175,Dry
T20100024176,Dry
T20100024180,Dry
T20100024189,Wet
T20100024192,Dry
T20100024193,Dry
T20100024197,Wet
T20100024201,Dry
T20100024208,Dry
T20100024218,Wet
T20100024222,Wet
T20100024237,Wet
T20100024239,Wet
T20100024242,Wet
T20100024247,Dry
T20100024249,Wet
T20100024250,Wet
T20100024261,Wet
T20100024265,Wet
T20100024267,Dry
T20100024271,Unknown
T20100024272,Wet
T20100024274,Unknown
T20100024278,Dry
T20100024291,Wet
T20100024295,Wet
T20100024301,Dry
T20100024317,Dry
T20100024319,Dry
T20100024321,Dry
T20100024325,Dry
T20100024336,Dry
T20100024337,Dry
T20100024338,Dry
T20100024347,Unknown
T20100024348,Dry
T20100024352,Dry
T20100024355,Dry
T20100024357,Dry
T20100024366,Dry
T20100024368,Unknown
T20100024373,Unknown
T20100024378,Dry
T20100024390,Dry
T20100024391,Dry
T20100024393,Dry
T20100024394,Dry
T20100024395,Dry
T20100024396,Dry
T20100024404,Dry
T20100024406,Dry
T20100024407,Dry
T20100024408,Dry
T20100024414,Dry
T20100024415,Dry
T20100024420,Wet
T20100024421,Dry
T20100024444,Dry
T20100024447,Dry
T20100024448,Dry
T20100024457,Dry
T20100024459,Dry
T20100024460,Dry
T20100024466,Dry
T20100024470,Dry
T20100024475,Dry
T20100024478,Wet
T20100024479,Dry
T20100024492,Dry
T20100024494,Dry
T20100024496,Wet
T20100024499,Dry
T20100024503,Unknown
T20100024506,Dry
T20100024508,Unknown
T20100024527,Dry
T20100024534,Dry
T20100024537,Dry
T20100024541,Unknown
T20100024544,Dry
T20100024551,Dry
T20100024556,Dry
T20100024559,Dry
T20100024577,Dry
T20100024578,Dry
T20100024579,Dry
T20100024580,Dry
T20100024583,Dry
T20100024591,Dry
T20100024600,Dry
T20100024618,Dry
T20100024622,Dry
T20100024624,Dry
T20100024635,Dry
T20100024636,Dry
T20100024642,Dry
T20100024644,Dry
T20100024645,Dry
T20100024652,Dry
T20100024656,Dry
T20100024658,Dry
T20100024659,Dry
T20100024660,Dry
T20100024661,Dry
T20100024662,Dry
T20100024669,Wet
T20100024670,Unknown
T20100024673,Dry
T20100024677,Dry
T20100024678,Unknown
T20100024693,Unknown
T20100024694,Dry
T20100024697,Dry
T20100024707,Dry
T20100024708,Dry
T20100024711,Dry
T20100024712,Dry
T20100024715,Dry
T20100024716,Dry
T20100024721,Dry
T20100024723,Dry
T20100024727,Dry
T20100024728,Dry
T20100024732,Dry
T20100024735,Dry
T20100024737,Dry
T20100024738,Dry
T20100024742,Dry
T20100024744,Dry
T20100024746,Dry
T20100024750,Dry
T20100024751,Dry
T20100024765,Dry
T20100024767,Dry
T20100024771,Dry
T20100024772,Dry
T20100024775,Dry
T20100024779,Dry
T20100024782,Dry
T20100024783,Dry
T20100024786,Dry
T20100024788,Dry
T20100024790,Dry
T20100024796,Dry
T20100024797,Dry
T20100024803,Dry
T20100024804,Dry
T20100024808,Dry
T20100024811,Dry
T20100024818,Dry
T20100024821,Dry
T20100024824,Wet
T20100024827,Dry
T20100024828,Wet
T20100024829,Dry
T20100024837,Dry
T20100024841,Dry
T20100024845,Dry
T20100024847,Dry
T20100024851,Dry
T20100024853,Dry
T20100024854,Dry
T20100024865,Dry
T20100024870,Wet
T20100024880,Dry
T20100024882,Dry
T20100024886,Dry
T20100024888,Dry
T20100024890,Dry
T20100024896,Dry
T20100024897,Dry
T20100024898,Dry
T20100024900,Dry
T20100024926,Dry
T20100024933,Wet
T20100024934,Wet
T20100024944,Unknown
T20100024945,Wet
T20100024946,Wet
T20100024947,Muddy
T20100024961,Dry
T20100024966,Wet
T20100024969,Wet
T20100024970,Wet
T20100024975,Unknown
T20100024977,Wet
T20100024980,Wet
T20100024984,Wet
T20100024989,Dry
T20100024995,Wet
T20100024999,Unknown
T20100025011,Wet
T20100025014,Wet
T20100025020,Wet
T20100025023,Wet
T20100025031,Wet
T20100025038,Dry
T20100025048,Wet
T20100025050,Wet
T20100025056,Wet
T20100025059,Wet
T20100025061,Wet
T20100025065,Wet
T20100025067,Wet
T20100025070,Wet
T20100025073,Unknown
T20100025076,Wet
T20100025077,Wet
T20100025083,Wet
T20100025086,Wet
T20100025093,Wet
T20100025096,Wet
T20100025098,Wet
T20100025099,Wet
T20100025101,Wet
T20100025107,Wet
T20100025114,Wet
T20100025115,Wet
T20100025116,Wet
T20100025117,Wet
T20100025118,Wet
T20100025126,Dry
T20100025132,Dry
T20100025133,Wet
T20100025136,Wet
T20100025137,Wet
T20100025143,Dry
T20100025147,Unknown
T20100025148,Wet
T20100025151,Dry
T20100025155,Wet
T20100025158,Wet
T20100025160,Dry
T20100025166,Wet
T20100025168,Wet
T20100025172,Unknown
T20100025174,Unknown
T20100025175,Wet
T20100025180,Wet
T20100025185,Wet
T20100025189,Wet
T20100025191,Wet
T20100025198,Wet
T20100025203,Wet
T20100025205,Wet
T20100025210,Wet
T20100025214,Wet
T20100025219,Wet
T20100025221,Wet
T20100025223,Dry
T20100025225,Wet
T20100025227,Dry
T20100025234,Wet
T20100025237,Dry
T20100025266,Wet
T20100025271,Wet
T20100025272,Wet
T20100025280,Wet
T20100025281,Dry
T20100025282,Wet
T20100025295,Icy
T20100025301,Dry
T20100025308,Wet
T20100025310,Dry
T20100025315,Wet
T20100025317,Dry
T20100025328,Wet
T20100025333,Wet
T20100025334,Dry
T20100025335,Dry
T20100025337,Dry
T20100025338,Dry
T20100025340,Dry
T20100025343,Wet
T20100025344,Wet
T20100025345,Dry
T20100025353,Dry
T20100025356,Dry
T20100025364,Wet
T20100025366,Dry
T20100025372,Wet
T20100025374,Wet
T20100025375,Wet
T20100025391,Dry
T20100025393,Dry
T20100025394,Dry
T20100025396,Dry
T20100025399,Icy
T20100025402,Dry
T20100025406,Icy
T20100025411,Dry
T20100025413,Dry
T20100025416,Dry
T20100025420,Dry
T20100025427,Dry
T20100025428,Dry
T20100025429,Unknown
T20100025436,Dry
T20100025437,Dry
T20100025438,Dry
T20100025440,Dry
T20100025444,Dry
T20100025447,Wet
T20100025448,Muddy
T20100025451,Dry
T20100025452,Dry
T20100025457,Dry
T20100025460,Dry
T20100025462,Dry
T20100025467,Dry
T20100025473,Dry
T20100025477,Dry
T20100025478,Dry
T20100025480,Dry
T20100025501,Dry
T20100025504,Wet
T20100025507,Dry
T20100025508,Dry
T20100025510,Dry
T20100025511,Wet
T20100025512,Dry
T20100025513,Dry
T20100025515,Dry
T20100025521,Wet
T20100025523,Wet
T20100025526,Dry
T20100025529,Dry
T20100025532,Dry
T20100025539,Wet
T20100025543,Dry
T20100025545,Wet
T20100025560,Wet
T20100025563,Dry
T20100025565,Wet
T20100025571,Wet
T20100025574,Wet
T20100025575,Wet
T20100025576,Wet
T20100025582,Wet
T20100025593,Dry
T20100025595,Dry
T20100025601,Wet
T20100025605,Wet
T20100025606,Wet
T20100025608,Dry
T20100025611,Wet
T20100025613,Dry
T20100025615,Wet
T20100025616,Wet
T20100025616,Icy
T20100025623,Dry
T20100025624,Dry
T20100025625,Dry
T20100025647,Dry
T20100025654,Wet
T20100025656,Wet
T20100025657,Wet
T20100025662,Unknown
T20100025665,Wet
T20100025679,Wet
T20100025681,Dry
T20100025685,Wet
T20100025686,Wet
T20100025691,Dry
T20100025698,Wet
T20100025700,Dry
T20100025703,Wet
T20100025703,Icy
T20100025704,Dry
T20100025707,Dry
T20100025708,Dry
T20100025709,Wet
T20100025715,Dry
T20100025716,Dry
T20100025732,Dry
T20100025734,Dry
T20100025735,Dry
T20100025737,Unknown
T20100025744,Dry
T20100025752,Wet
T20100025755,Dry
T20100025760,Dry
T20100025761,Dry
T20100025769,Dry
T20100025776,Dry
T20100025777,Dry
T20100025778,Wet
T20100025779,Wet
T20100025784,Wet
T20100025796,Wet
T20100025799,Dry
T20100025805,Wet
T20100025806,Wet
T20100025812,Dry
T20100025819,Wet
T20100025823,Dry
T20100025827,Dry
T20100025828,Unknown
T20100025837,Dry
T20100025839,Dry
T20100025844,Dry
T20100025845,Wet
T20100025847,Dry
T20100025850,Dry
T20100025852,Dry
T20100025860,Wet
T20100025863,Dry
T20100025865,Dry
T20100025866,Wet
T20100025866,Muddy
T20100025871,Dry
T20100025877,Dry
T20100025882,Dry
T20100025885,Dry
T20100025889,Wet
T20100025890,Dry
T20100025893,Unknown
T20100025895,Dry
T20100025896,Wet
T20100025906,Wet
T20100025918,Dry
T20100025920,Wet
T20100025923,Dry
T20100025928,Wet
T20100025931,Dry
T20100025936,Unknown
T20100025937,Wet
T20100025947,Dry
T20100025952,Dry
T20100025960,Dry
T20100025962,Wet
T20100025972,Wet
T20100025975,Wet
T20100025978,Dry
T20100025981,Dry
T20100025984,Wet
T20100025989,Dry
T20100025990,Dry
T20100025993,Dry
T20100025996,Wet
T20100025997,Wet
T20100025999,Wet
T20100026004,Dry
T20100026008,Wet
T20100026009,Dry
T20100026011,Dry
T20100026013,Dry
T20100026016,Dry
T20100026017,Wet
T20100026030,Wet
T20100026031,Wet
T20100026032,Wet
T20100026045,Wet
T20100026055,Wet
T20100026056,Dry
T20100026062,Wet
T20100026071,Dry
T20100026073,Wet
T20100026074,Wet
T20100026097,Wet
T20100026099,Wet
T20100026101,Dry
T20100026104,Wet
T20100026110,Dry
T20100026111,Wet
T20100026115,Dry
T20100026118,Dry
