accident_no,surface_cond_desc
T20160017966,Dry
T20160017968,Wet
T20160017970,Dry
T20160017973,Unknown
T20160017977,Dry
T20160017978,Dry
T20160017982,Dry
T20160017983,Dry
T20160017984,Dry
T20160017985,Dry
T20160017987,Unknown
T20160017990,Dry
T20160017993,Wet
T20160017996,Icy
T20160017997,Wet
T20160017999,Wet
T20160018000,Unknown
T20160018001,Dry
T20160018002,Dry
T20160018003,Dry
T20160018006,Dry
T20160018009,Wet
T20160018010,Dry
T20160018011,Dry
T20160018012,Dry
T20160018013,Unknown
T20160018015,Dry
T20160018017,Dry
T20160018018,Dry
T20160018019,Dry
T20160018020,Dry
T20160018023,Dry
T20160018024,Dry
T20160018025,Dry
T20160018026,Dry
T20160018028,Dry
T20160018029,Dry
T20160018030,Unknown
T20160018033,Wet
T20160018034,Wet
T20160018035,Dry
T20160018037,Dry
T20160018038,Dry
T20160018039,Dry
T20160018040,Dry
T20160018042,Dry
T20160018043,Unknown
T20160018045,Dry
T20160018047,Unknown
T20160018049,Unknown
T20160018050,Dry
T20160018052,Dry
T20160018053,Dry
T20160018055,Unknown
T20160018056,Dry
T20160018057,Dry
T20160018059,Dry
T20160018062,Wet
T20160018063,Dry
T20160018065,Dry
T20160018067,Dry
T20160018070,Dry
T20160018072,Dry
T20160018073,Dry
T20160018075,Dry
T20160018077,Dry
T20160018081,Dry
T20160018083,Wet
T20160018085,Dry
T20160018086,Dry
T20160018088,Dry
T20160018089,Dry
T20160018093,Dry
T20160018094,Dry
T20160018095,Dry
T20160018097,Dry
T20160018098,Dry
T20160018099,Dry
T20160018100,Dry
T20160018101,Dry
T20160018102,Dry
T20160018107,Dry
T20160018108,Dry
T20160018110,Dry
T20160018111,Dry
T20160018114,Dry
T20160018116,Dry
T20160018117,Dry
T20160018118,Dry
T20160018119,Dry
T20160018120,Dry
T20160018121,Dry
T20160018123,Wet
T20160018125,Dry
T20160018126,Dry
T20160018129,Dry
T20160018131,Dry
T20160018132,Dry
T20160018133,Dry
T20160018134,Dry
T20160018136,Dry
T20160018138,Dry
T20160018139,Dry
T20160018140,Dry
T20160018149,Wet
T20160018150,Dry
T20160018151,Dry
T20160018152,Dry
T20160018155,Dry
T20160018157,Dry
T20160018158,Wet
T20160018160,Dry
T20160018161,Unknown
T20160018163,Wet
T20160018165,Wet
T20160018168,Dry
T20160018169,Wet
T20160018171,Wet
T20160018172,Dry
T20160018176,Wet
T20160018177,Dry
T20160018178,Dry
T20160018181,Wet
T20160018182,Wet
T20160018183,Wet
T20160018185,Dry
T20160018186,Wet
T20160018188,Wet
T20160018190,Wet
T20160018193,Dry
T20160018193,Wet
T20160018194,Wet
T20160018195,Dry
T20160018196,Wet
T20160018198,Wet
T20160018199,Wet
T20160018202,Wet
T20160018203,Wet
T20160018204,Wet
T20160018205,Dry
T20160018207,Wet
T20160018208,Wet
T20160018209,Wet
T20160018211,Wet
T20160018215,Wet
T20160018219,Dry
T20160018225,Unknown
T20160018227,Dry
T20160018229,Wet
T20160018230,Dry
T20160018231,Wet
T20160018234,Dry
T20160018236,Dry
T20160018241,Dry
T20160018242,Dry
T20160018243,Dry
T20160018246,Wet
T20160018247,Dry
T20160018248,Dry
T20160018249,Dry
T20160018250,Wet
T20160018251,Unknown
T20160018257,Dry
T20160018260,Dry
T20160018263,Dry
T20160018264,Wet
T20160018266,Dry
T20160018268,Wet
T20160018269,Wet
T20160018270,Wet
T20160018273,Dry
T20160018274,Wet
T20160018275,Dry
T20160018277,Wet
T20160018280,Dry
T20160018282,Unknown
T20160018284,Unknown
T20160018285,Dry
T20160018287,Dry
T20160018288,Dry
T20160018289,Dry
T20160018295,Wet
T20160018296,Wet
T20160018297,Muddy
T20160018298,Wet
T20160018299,Dry
T20160018300,Wet
T20160018301,Dry
T20160018302,Wet
T20160018303,Dry
T20160018305,Wet
T20160018306,Wet
T20160018307,Dry
T20160018308,Wet
T20160018310,Wet
T20160018312,Dry
T20160018313,Wet
T20160018314,Wet
T20160018315,Wet
T20160018316,Dry
T20160018317,Wet
T20160018320,Dry
T20160018321,Wet
T20160018322,Wet
T20160018323,Wet
T20160018328,Wet
T20160018329,Dry
T20160018331,Wet
T20160018333,Dry
T20160018335,Unknown
T20160018336,Dry
T20160018337,Wet
T20160018341,Wet
T20160018342,Wet
T20160018345,Dry
T20160018346,Dry
T20160018350,Unknown
T20160018351,Dry
T20160018352,Dry
T20160018353,Wet
T20160018358,Wet
T20160018359,Dry
T20160018361,Unknown
T20160018363,Wet
T20160018364,Dry
T20160018366,Unknown
T20160018367,Dry
T20160018368,Wet
T20160018369,Dry
T20160018370,Wet
T20160018371,Wet
T20160018380,Dry
T20160018381,Wet
T20160018382,Wet
T20160018383,Dry
T20160018384,Wet
T20160018385,Dry
T20160018387,Wet
T20160018389,Wet
T20160018390,Unknown
T20160018391,Unknown
T20160018392,Dry
T20160018393,Wet
T20160018396,Wet
T20160018397,Wet
T20160018398,Wet
T20160018400,Unknown
T20160018402,Wet
T20160018404,Wet
T20160018408,Unknown
T20160018409,Unknown
T20160018411,Dry
T20160018413,Dry
T20160018414,Unknown
T20160018415,Dry
T20160018420,Dry
T20160018421,Wet
T20160018423,Unknown
T20160018424,Dry
T20160018427,Dry
T20160018428,Wet
T20160018430,Wet
T20160018431,Unknown
T20160018433,Dry
T20160018434,Dry
T20160018435,Wet
T20160018436,Dry
T20160018439,Dry
T20160018440,Unknown
T20160018442,Dry
T20160018443,Dry
T20160018444,Dry
T20160018447,Dry
T20160018448,Wet
T20160018449,Dry
T20160018450,Unknown
T20160018451,Dry
T20160018452,Dry
T20160018453,Dry
T20160018454,Dry
T20160018455,Dry
T20160018456,Dry
T20160018459,Dry
T20160018460,Dry
T20160018461,Wet
T20160018462,Dry
T20160018464,Dry
T20160018466,Dry
T20160018470,Wet
T20160018471,Wet
T20160018472,Dry
T20160018473,Dry
T20160018476,Dry
T20160018478,Dry
T20160018480,Dry
T20160018483,Dry
T20160018484,Dry
T20160018485,Dry
T20160018490,Dry
T20160018493,Dry
T20160018494,Dry
T20160018495,Dry
T20160018497,Unknown
T20160018499,Unknown
T20160018500,Dry
T20160018501,Wet
T20160018502,Unknown
T20160018503,Dry
T20160018504,Dry
T20160018506,Dry
T20160018508,Dry
T20160018510,Dry
T20160018516,Dry
T20160018517,Dry
T20160018520,Unknown
T20160018521,Dry
T20160018522,Wet
T20160018523,Dry
T20160018524,Dry
T20160018525,Dry
T20160018526,Unknown
T20160018528,Dry
T20160018529,Dry
T20160018530,Dry
T20160018531,Unknown
T20160018533,Unknown
T20160018534,Dry
T20160018538,Dry
T20160018539,Dry
T20160018540,Dry
T20160018541,Dry
T20160018542,Dry
T20160018543,Wet
T20160018545,Icy
T20160018546,Dry
T20160018547,Dry
T20160018548,Dry
T20160018550,Dry
T20160018551,Dry
T20160018552,Unknown
T20160018553,Wet
T20160018555,Dry
T20160018556,Wet
T20160018557,Wet
T20160018560,Dry
T20160018561,Dry
T20160018562,Wet
T20160018563,Dry
T20160018564,Dry
T20160018566,Wet
T20160018569,Wet
T20160018570,Wet
T20160018574,Dry
T20160018576,Dry
T20160018577,Wet
T20160018578,Dry
T20160018579,Dry
T20160018580,Unknown
T20160018584,Wet
T20160018586,Dry
T20160018587,Unknown
T20160018589,Dry
T20160018590,Wet
T20160018594,Wet
T20160018595,Dry
T20160018597,Dry
T20160018598,Unknown
T20160018599,Dry
T20160018602,Dry
T20160018603,Dry
T20160018604,Dry
T20160018607,Wet
T20160018608,Dry
T20160018609,Wet
T20160018610,Wet
T20160018611,Dry
T20160018612,Wet
T20160018613,Icy
T20160018614,Dry
T20160018615,Dry
T20160018616,Wet
T20160018618,Dry
T20160018621,Dry
T20160018622,Dry
T20160018624,Unknown
T20160018626,Wet
T20160018629,Unknown
T20160018631,Wet
T20160018633,Dry
T20160018634,Dry
T20160018640,Dry
T20160018642,Dry
T20160018643,Dry
T20160018646,Dry
T20160018647,Dry
T20160018648,Dry
T20160018656,Dry
T20160018657,Dry
T20160018660,Dry
T20160018662,Wet
T20160018663,Dry
T20160018664,Wet
T20160018666,Dry
T20160018667,Dry
T20160018668,Dry
T20160018669,Dry
T20160018670,Unknown
T20160018673,Dry
T20160018674,Dry
T20160018676,Unknown
T20160018680,Dry
T20160018682,Wet
T20160018683,Unknown
T20160018684,Dry
T20160018685,Dry
T20160018686,Unknown
T20160018687,Dry
T20160018688,Dry
T20160018689,Dry
T20160018693,Wet
T20160018694,Unknown
T20160018695,Dry
T20160018696,Dry
T20160018698,Muddy
T20160018700,Dry
T20160018701,Dry
T20160018703,Dry
T20160018710,Dry
T20160018713,Dry
T20160018714,Dry
T20160018716,Dry
T20160018719,Dry
T20160018724,Dry
T20160018725,Dry
T20160018727,Dry
T20160018729,Dry
T20160018733,Dry
T20160018734,Dry
T20160018735,Wet
T20160018737,Dry
T20160018738,Dry
T20160018739,Dry
T20160018740,Dry
T20160018741,Dry
T20160018742,Dry
T20160018746,Dry
T20160018750,Dry
T20160018751,Dry
T20160018752,Dry
T20160018753,Dry
T20160018756,Dry
T20160018757,Dry
T20160018758,Dry
T20160018760,Dry
T20160018761,Dry
T20160018762,Dry
T20160018764,Dry
T20160018765,Dry
T20160018766,Unknown
T20160018768,Unknown
T20160018769,Dry
T20160018771,Dry
T20160018772,Dry
T20160018773,Dry
T20160018774,Dry
T20160018775,Dry
T20160018777,Dry
T20160018778,Dry
T20160018779,Dry
T20160018780,Dry
T20160018782,Dry
T20160018785,Dry
T20160018786,Dry
T20160018788,Dry
T20160018791,Dry
T20160018792,Dry
T20160018795,Dry
T20160018796,Dry
T20160018798,Unknown
T20160018800,Dry
T20160018803,Dry
T20160018805,Dry
T20160018806,Dry
T20160018809,Dry
T20160018811,Dry
T20160018813,Dry
T20160018815,Unknown
T20160018816,Dry
T20160018817,Dry
T20160018820,Dry
T20160018821,Dry
T20160018822,Dry
T20160018823,Dry
T20160018824,Dry
T20160018825,Dry
T20160018828,Dry
T20160018830,Dry
T20160018832,Dry
T20160018834,Dry
T20160018837,Dry
T20160018838,Dry
T20160018842,Dry
T20160018843,Dry
T20160018844,Dry
T20160018851,Dry
T20160018853,Dry
T20160018854,Dry
T20160018855,Dry
T20160018857,Dry
T20160018859,Dry
T20160018863,Dry
T20160018865,Dry
T20160018867,Dry
T20160018870,Dry
T20160018873,Dry
T20160018874,Dry
T20160018877,Dry
T20160018878,Dry
T20160018879,Dry
T20160018880,Unknown
T20160018882,Wet
T20160018883,Dry
T20160018884,Dry
T20160018885,Dry
T20160018887,Unknown
T20160018888,Unknown
T20160018891,Dry
T20160018892,Unknown
T20160018895,Dry
T20160018896,Dry
T20160018898,Dry
T20160018899,Dry
T20160018901,Muddy
T20160018903,Dry
T20160018905,Dry
T20160018906,Dry
T20160018908,Wet
T20160018909,Dry
T20160018910,Dry
T20160018911,Dry
T20160018912,Dry
T20160018915,Dry
T20160018916,Dry
T20160018917,Dry
T20160018918,Dry
T20160018922,Dry
T20160018923,Dry
T20160018926,Wet
T20160018928,Dry
T20160018929,Dry
T20160018930,Dry
T20160018932,Dry
T20160018933,Dry
T20160018934,Unknown
T20160018935,Dry
T20160018936,Dry
T20160018937,Unknown
T20160018939,Dry
T20160018940,Dry
T20160018941,Dry
T20160018942,Dry
T20160018943,Dry
T20160018945,Dry
T20160018946,Dry
T20160018948,Dry
T20160018950,Dry
T20160018952,Dry
T20160018953,Dry
T20160018954,Dry
T20160018956,Dry
T20160018957,Wet
T20160018959,Dry
T20160018960,Unknown
T20160018961,Dry
T20160018962,Dry
T20160018965,Dry
T20160018967,Wet
T20160018969,Dry
T20160018971,Dry
T20160018972,Wet
T20160018972,Icy
T20160018973,Dry
T20160018974,Dry
T20160018975,Dry
T20160018976,Wet
T20160018981,Wet
T20160018985,Wet
T20160018986,Dry
T20160018987,Unknown
T20160018988,Dry
T20160018990,Dry
T20160018991,Dry
T20160018993,Dry
T20160018994,Wet
T20160018997,Wet
T20160018998,Wet
T20160018999,Dry
T20160019000,Dry
T20160019001,Wet
T20160019002,Dry
T20160019005,Dry
T20160019008,Dry
T20160019009,Wet
T20160019010,Dry
T20160019011,Wet
T20160019012,Wet
T20160019013,Dry
T20160019014,Dry
T20160019015,Dry
T20160019017,Dry
T20160019018,Dry
T20160019019,Dry
T20160019021,Dry
T20160019022,Dry
T20160019024,Dry
T20160019025,Dry
T20160019027,Dry
T20160019028,Dry
T20160019030,Dry
T20160019031,Wet
T20160019034,Unknown
T20160019035,Dry
T20160019037,Dry
T20160019039,Dry
T20160019041,Dry
T20160019044,Dry
T20160019047,Dry
T20160019049,Dry
T20160019051,Dry
T20160019053,Dry
T20160019054,Dry
T20160019055,Dry
T20160019057,Wet
T20160019058,Dry
T20160019059,Dry
T20160019060,Dry
T20160019063,Dry
T20160019065,Dry
T20160019066,Dry
T20160019067,Wet
T20160019068,Dry
T20160019071,Dry
T20160019072,Dry
T20160019074,Dry
T20160019079,Wet
T20160019080,Dry
T20160019081,Unknown
T20160019082,Dry
T20160019083,Dry
T20160019085,Dry
T20160019087,Dry
T20160019088,Dry
T20160019090,Unknown
T20160019091,Dry
T20160019093,Dry
T20160019096,Dry
T20160019097,Dry
T20160019098,Dry
T20160019100,Dry
T20160019101,Dry
T20160019103,Wet
T20160019105,Dry
T20160019106,Wet
T20160019108,Dry
T20160019109,Dry
T20160019110,Wet
T20160019111,Dry
T20160019113,Dry
T20160019116,Unknown
T20160019118,Dry
T20160019120,Dry
T20160019121,Dry
T20160019123,Dry
T20160019124,Dry
T20160019126,Dry
T20160019129,Dry
T20160019130,Dry
T20160019131,Dry
T20160019132,Dry
T20160019134,Dry
T20160019136,Dry
T20160019143,Dry
T20160019145,Dry
T20160019146,Dry
T20160019147,Wet
T20160019148,Dry
T20160019149,Dry
T20160019150,Dry
T20160019153,Dry
T20160019156,Dry
T20160019158,Dry
T20160019161,Wet
T20160019162,Dry
T20160019163,Dry
T20160019165,Wet
T20160019166,Wet
T20160019167,Dry
T20160019168,Dry
T20160019170,Dry
T20160019176,Dry
T20160019177,Dry
T20160019178,Dry
T20160019179,Dry
T20160019180,Dry
T20160019181,Wet
T20160019182,Wet
T20160019183,Wet
T20160019188,Dry
T20160019189,Dry
T20160019197,Unknown
T20160019198,Unknown
T20160019201,Dry
T20160019201,Wet
T20160019204,Dry
T20160019205,Wet
T20160019206,Dry
T20160019208,Dry
T20160019209,Dry
T20160019213,Dry
T20160019216,Dry
T20160019217,Unknown
T20160019219,Wet
T20160019222,Dry
T20160019223,Dry
T20160019224,Dry
T20160019226,Dry
T20160019228,Dry
T20160019230,Dry
T20160019231,Unknown
T20160019232,Dry
T20160019234,Dry
T20160019235,Dry
T20160019236,Dry
T20160019237,Dry
T20160019238,Unknown
T20160019241,Dry
T20160019244,Dry
T20160019245,Dry
T20160019246,Wet
T20160019247,Dry
T20160019248,Dry
T20160019249,Dry
T20160019251,Dry
T20160019252,Wet
T20160019254,Dry
T20160019255,Wet
T20160019258,Wet
T20160019263,Dry
T20160019265,Unknown
T20160019269,Unknown
T20160019272,Dry
T20160019274,Dry
T20160019275,Dry
T20160019276,Dry
T20160019277,Dry
T20160019278,Dry
T20160019280,Wet
T20160019281,Unknown
T20160019282,Dry
T20160019284,Wet
T20160019286,Dry
T20160019289,Wet
T20160019294,Dry
T20160019297,Wet
T20160019299,Unknown
T20160019300,Wet
T20160019301,Dry
T20160019305,Dry
T20160019306,Dry
T20160019307,Dry
T20160019308,Dry
T20160019309,Dry
T20160019311,Dry
T20160019317,Dry
T20160019318,Dry
T20160019320,Dry
T20160019322,Unknown
T20160019324,Dry
T20160019325,Dry
T20160019326,Dry
T20160019327,Dry
T20160019328,Dry
T20160019329,Dry
T20160019330,Dry
T20160019331,Dry
T20160019332,Dry
T20160019333,Dry
T20160019335,Dry
T20160019337,Wet
T20160019337,Muddy
T20160019338,Dry
T20160019342,Dry
T20160019343,Dry
T20160019344,Dry
T20160019345,Dry
T20160019346,Dry
T20160019351,Dry
T20160019354,Dry
T20160019358,Wet
T20160019363,Dry
T20160019364,Dry
T20160019365,Dry
T20160019367,Dry
T20160019371,Dry
T20160019374,Dry
T20160019375,Dry
T20160019376,Dry
T20160019377,Dry
T20160019379,Dry
T20160019380,Dry
T20160019381,Dry
T20160019383,Dry
T20160019384,Unknown
T20160019389,Dry
T20160019390,Dry
T20160019394,Dry
T20160019395,Dry
T20160019396,Dry
T20160019397,Dry
T20160019401,Dry
T20160019405,Dry
T20160019408,Unknown
T20160019410,Dry
T20160019412,Unknown
T20160019414,Dry
T20160019418,Dry
T20160019420,Dry
T20160019422,Dry
T20160019426,Dry
T20160019427,Unknown
T20160019428,Unknown
T20160019431,Dry
T20160019436,Dry
T20160019437,Dry
T20160019441,Dry
T20160019442,Dry
T20160019443,Dry
T20160019448,Dry
T20160019449,Wet
T20160019450,Dry
T20160019453,Dry
T20160019456,Dry
T20160019458,Dry
T20160019459,Dry
T20160019460,Icy
T20160019461,Dry
T20160019465,Unknown
T20160019466,Dry
T20160019467,Unknown
T20160019469,Dry
T20160019470,Dry
T20160019471,Dry
T20160019473,Dry
T20160019474,Unknown
T20160019476,Dry
T20160019477,Unknown
T20160019480,Wet
T20160019481,Dry
T20160019482,Dry
T20160019486,Unknown
T20160019492,Wet
T20160019495,Dry
T20160019496,Dry
T20160019497,Dry
T20160019499,Unknown
T20160019500,Dry
T20160019503,Dry
T20160019504,Dry
T20160019506,Dry
T20160019508,Dry
T20160019509,Dry
T20160019511,Dry
T20160019513,Dry
T20160019516,Dry
T20160019517,Dry
T20160019519,Dry
T20160019520,Dry
T20160019523,Dry
T20160019524,Dry
T20160019528,Dry
T20160019529,Dry
T20160019532,Dry
T20160019538,Dry
T20160019539,Dry
T20160019540,Dry
T20160019541,Dry
T20160019542,Dry
T20160019545,Dry
T20160019546,Dry
T20160019547,Dry
T20160019548,Dry
T20160019549,Dry
T20160019552,Dry
T20160019555,Dry
T20160019557,Dry
T20160019558,Icy
T20160019560,Dry
T20160019563,Dry
T20160019564,Dry
T20160019565,Dry
T20160019566,Dry
T20160019567,Dry
T20160019570,Dry
T20160019571,Dry
T20160019572,Unknown
T20160019573,Dry
T20160019574,Dry
T20160019576,Dry
T20160019577,Wet
T20160019578,Dry
T20160019579,Unknown
T20160019580,Unknown
T20160019584,Dry
T20160019585,Dry
T20160019586,Dry
T20160019588,Dry
T20160019590,Dry
T20160019592,Dry
T20160019594,Dry
T20160019596,Dry
T20160019597,Dry
T20160019598,Dry
T20160019599,Dry
T20160019601,Dry
T20160019602,Dry
T20160019603,Dry
T20160019604,Dry
T20160019607,Dry
T20160019609,Dry
T20160019611,Dry
T20160019612,Dry
T20160019614,Dry
T20160019616,Dry
T20160019617,Dry
T20160019618,Dry
T20160019619,Dry
T20160019621,Dry
T20160019622,Dry
T20160019623,Dry
T20160019624,Dry
T20160019625,Dry
T20160019626,Dry
T20160019627,Dry
T20160019628,Dry
T20160019629,Dry
T20160019630,Dry
T20160019632,Dry
T20160019633,Dry
T20160019634,Dry
T20160019635,Dry
T20160019638,Dry
T20160019640,Dry
T20160019647,Dry
T20160019648,Unknown
T20160019650,Dry
T20160019651,Dry
T20160019653,Dry
T20160019654,Dry
T20160019655,Dry
T20160019656,Unknown
T20160019657,Wet
T20160019658,Dry
T20160019659,Dry
T20160019660,Dry
T20160019661,Dry
T20160019663,Dry
T20160019664,Dry
T20160019668,Wet
T20160019669,Dry
T20160019670,Dry
T20160019674,Dry
T20160019675,Dry
T20160019676,Dry
T20160019679,Dry
T20160019680,Dry
T20160019682,Dry
T20160019683,Wet
T20160019683,Muddy
T20160019685,Dry
T20160019686,Dry
T20160019692,Dry
T20160019693,Dry
T20160019698,Dry
T20160019699,Unknown
T20160019700,Dry
T20160019701,Dry
T20160019703,Dry
T20160019704,Dry
T20160019706,Dry
T20160019708,Dry
T20160019710,Wet
T20160019713,Dry
T20160019714,Wet
T20160019715,Wet
T20160019716,Dry
T20160019717,Wet
T20160019718,Wet
T20160019719,Unknown
T20160019721,Dry
T20160019722,Dry
T20160019724,Dry
T20160019725,Dry
T20160019726,Dry
T20160019727,Dry
T20160019728,Dry
T20160019730,Wet
T20160019731,Dry
T20160019734,Dry
T20160019736,Wet
T20160019737,Dry
T20160019738,Unknown
T20160019743,Dry
T20160019744,Wet
T20160019746,Wet
T20160019747,Unknown
T20160019748,Wet
T20160019751,Wet
T20160019752,Dry
T20160019753,Dry
T20160019754,Dry
T20160019756,Wet
T20160019757,Dry
T20160019758,Wet
T20160019760,Dry
T20160019761,Wet
T20160019765,Wet
T20160019766,Wet
T20160019769,Wet
T20160019772,Dry
T20160019774,Dry
T20160019775,Wet
T20160019776,Unknown
T20160019778,Dry
T20160019782,Wet
T20160019783,Wet
T20160019784,Wet
T20160019786,Wet
T20160019787,Wet
T20160019789,Dry
T20160019790,Wet
T20160019791,Wet
T20160019792,Wet
T20160019793,Wet
T20160019795,Dry
T20160019796,Wet
T20160019798,Wet
T20160019799,Dry
T20160019801,Wet
T20160019806,Wet
T20160019807,Dry
T20160019808,Wet
T20160019810,Wet
T20160019811,Dry
T20160019813,Wet
T20160019814,Wet
T20160019818,Unknown
T20160019820,Dry
T20160019821,Dry
T20160019823,Dry
T20160019824,Wet
T20160019825,Dry
T20160019827,Dry
T20160019829,Dry
T20160019833,Dry
T20160019836,Dry
T20160019839,Wet
T20160019841,Wet
T20160019843,Dry
T20160019844,Dry
T20160019846,Wet
T20160019848,Wet
T20160019850,Wet
T20160019852,Wet
T20160019854,Wet
T20160019855,Wet
T20160019857,Wet
T20160019858,Wet
T20160019861,Dry
T20160019863,Wet
T20160019864,Dry
T20160019872,Dry
T20160019873,Dry
T20160019876,Dry
T20160019878,Dry
T20160019879,Dry
T20160019881,Dry
T20160019884,Wet
T20160019885,Dry
T20160019887,Dry
T20160019888,Wet
T20160019890,Dry
T20160019891,Dry
T20160019893,Dry
T20160019894,Dry
T20160019895,Dry
T20160019896,Wet
T20160019897,Unknown
T20160019899,Dry
T20160019902,Dry
T20160019904,Dry
T20160019905,Dry
T20160019910,Dry
T20160019912,Wet
T20160019913,Dry
T20160019915,Dry
T20160019916,Wet
T20160019918,Dry
T20160019920,Dry
T20160019921,Wet
T20160019923,Dry
T20160019924,Dry
T20160019925,Wet
T20160019927,Dry
T20160019931,Wet
T20160019934,Dry
T20160019936,Wet
T20160019936,Muddy
T20160019938,Wet
T20160019939,Dry
T20160019940,Wet
T20160019942,Wet
T20160019944,Unknown
T20160019945,Dry
T20160019946,Wet
T20160019948,Wet
T20160019952,Dry
T20160019953,Wet
T20160019955,Dry
T20160019956,Dry
T20160019960,Dry
T20160019961,Wet
T20160019961,Muddy
T20160019962,Dry
T20160019963,Unknown
T20160019964,Dry
T20160019965,Dry
T20160019966,Unknown
T20160019967,Dry
T20160019968,Wet
T20160019969,Dry
T20160019971,Dry
T20160019972,Dry
T20160019973,Wet
T20160019974,Dry
T20160019979,Wet
T20160019980,Wet
T20160019982,Dry
T20160019983,Wet
T20160019984,Dry
T20160019987,Wet
T20160019988,Dry
T20160019989,Wet
T20160019990,Wet
T20160019991,Dry
T20160019992,Dry
T20160019996,Dry
T20160019997,Wet
T20160020000,Wet
T20160020001,Unknown
T20160020003,Dry
T20160020004,Wet
T20160020005,Wet
T20160020006,Unknown
T20160020008,Dry
T20160020012,Dry
T20160020013,Wet
T20160020016,Unknown
T20160020019,Dry
T20160020020,Wet
T20160020021,Wet
T20160020023,Wet
T20160020024,Wet
T20160020028,Dry
T20160020030,Wet
T20160020031,Wet
T20160020033,Wet
T20160020034,Wet
T20160020036,Wet
T20160020038,Wet
T20160020041,Wet
T20160020045,Dry
T20160020046,Wet
T20160020048,Wet
T20160020049,Wet
T20160020050,Wet
T20160020051,Wet
T20160020053,Wet
T20160020054,Dry
T20160020055,Wet
T20160020056,Wet
T20160020058,Wet
T20160020059,Dry
T20160020063,Wet
T20160020064,Dry
T20160020065,Wet
T20160020069,Wet
T20160020072,Wet
T20160020075,Wet
T20160020076,Wet
T20160020077,Wet
T20160020078,Wet
T20160020079,Wet
T20160020081,Wet
T20160020083,Wet
T20160020085,Dry
T20160020086,Wet
T20160020087,Dry
T20160020088,Wet
T20160020089,Dry
T20160020090,Unknown
T20160020091,Wet
T20160020092,Wet
T20160020093,Wet
T20160020094,Dry
T20160020096,Dry
T20160020098,Dry
T20160020099,Dry
T20160020100,Wet
T20160020101,Dry
T20160020102,Wet
T20160020106,Dry
T20160020107,Dry
T20160020108,Dry
T20160020113,Wet
T20160020116,Dry
T20160020118,Wet
T20160020119,Dry
T20160020120,Wet
T20160020121,Wet
T20160020123,Wet
T20160020124,Dry
T20160020126,Wet
T20160020128,Wet
T20160020130,Wet
T20160020131,Wet
T20160020132,Wet
T20160020133,Wet
T20160020134,Dry
T20160020136,Dry
T20160020137,Wet
T20160020138,Wet
T20160020139,Wet
T20160020142,Wet
T20160020147,Dry
T20160020148,Wet
T20160020149,Dry
T20160020153,Muddy
T20160020154,Wet
T20160020155,Dry
T20160020156,Wet
T20160020157,Dry
T20160020158,Dry
T20160020159,Unknown
T20160020160,Wet
T20160020161,Dry
T20160020168,Wet
T20160020169,Dry
T20160020170,Dry
T20160020171,Unknown
T20160020173,Unknown
T20160020175,Wet
T20160020176,Unknown
T20160020178,Wet
T20160020179,Wet
T20160020181,Wet
T20160020182,Wet
T20160020184,Wet
T20160020185,Wet
T20160020186,Wet
T20160020187,Wet
T20160020193,Dry
T20160020197,Wet
T20160020201,Wet
T20160020202,Dry
T20160020203,Dry
T20160020204,Wet
T20160020205,Dry
T20160020207,Dry
T20160020208,Dry
T20160020213,Dry
T20160020215,Dry
T20160020217,Dry
T20160020218,Dry
T20160020220,Dry
T20160020222,Dry
T20160020223,Unknown
T20160020224,Dry
T20160020226,Dry
T20160020228,Dry
T20160020231,Unknown
T20160020232,Dry
T20160020233,Dry
T20160020235,Unknown
T20160020236,Dry
T20160020237,Dry
T20160020238,Wet
T20160020239,Wet
T20160020240,Dry
T20160020241,Unknown
T20160020242,Dry
T20160020243,Wet
T20160020245,Wet
T20160020248,Dry
T20160020251,Wet
T20160020256,Dry
T20160020260,Dry
T20160020263,Wet
T20160020265,Dry
T20160020268,Dry
T20160020270,Dry
T20160020280,Dry
T20160020281,Dry
T20160020282,Dry
T20160020283,Dry
T20160020286,Dry
T20160020287,Dry
T20160020289,Dry
T20160020290,Dry
T20160020291,Dry
T20160020292,Dry
T20160020295,Dry
T20160020296,Unknown
T20160020302,Dry
T20160020304,Dry
T20160020305,Dry
T20160020307,Dry
T20160020308,Dry
T20160020310,Dry
T20160020312,Dry
T20160020316,Dry
T20160020317,Dry
T20160020318,Dry
T20160020319,Dry
T20160020320,Dry
T20160020321,Unknown
T20160020327,Dry
T20160020329,Dry
T20160020330,Dry
T20160020331,Dry
T20160020332,Dry
T20160020333,Dry
T20160020335,Dry
T20160020336,Dry
T20160020338,Dry
T20160020341,Wet
T20160020342,Dry
T20160020343,Dry
T20160020345,Dry
T20160020346,Dry
T20160020354,Wet
T20160020359,Dry
T20160020364,Dry
T20160020365,Wet
T20160020374,Wet
T20160020376,Wet
T20160020381,Dry
T20160020383,Wet
T20160020384,Wet
T20160020385,Wet
T20160020388,Wet
T20160020389,Wet
T20160020390,Wet
T20160020392,Dry
T20160020393,Wet
T20160020394,Dry
T20160020396,Wet
T20160020398,Wet
T20160020399,Wet
T20160020401,Dry
T20160020402,Dry
T20160020405,Wet
T20160020406,Dry
T20160020409,Wet
T20160020411,Dry
T20160020414,Wet
T20160020415,Dry
T20160020417,Unknown
T20160020420,Dry
T20160020422,Dry
T20160020423,Wet
T20160020424,Wet
T20160020425,Dry
T20160020426,Dry
T20160020429,Dry
T20160020430,Dry
T20160020433,Dry
