accident_no,atmosph_cond_desc
T20140001030,Clear
T20140001032,Clear
T20140001033,Not known
T20140001034,Clear
T20140001040,Clear
T20140001041,Clear
T20140001043,Clear
T20140001045,Clear
T20140001046,Clear
T20140001047,Clear
T20140001048,Not known
T20140001050,Clear
T20140001052,Clear
T20140001053,Clear
T20140001056,Clear
T20140001057,Clear
T20140001059,Clear
T20140001061,Not known
T20140001062,Clear
T20140001063,Clear
T20140001064,Clear
T20140001066,Clear
T20140001068,Not known
T20140001071,Clear
T20140001073,Clear
T20140001074,Clear
T20140001077,Clear
T20140001079,Clear
T20140001080,Clear
T20140001083,Not known
T20140001085,Clear
T20140001088,Clear
T20140001091,Not known
T20140001093,Clear
T20140001093,Strong winds
T20140001102,Not known
T20140001103,Clear
T20140001105,Clear
T20140001106,Clear
T20140001108,Clear
T20140001109,Clear
T20140001110,Clear
T20140001111,Clear
T20140001112,Clear
T20140001113,Clear
T20140001116,Clear
T20140001123,Clear
T20140001124,Clear
T20140001125,Clear
T20140001126,Clear
T20140001127,Not known
T20140001128,Clear
T20140001129,Not known
T20140001130,Clear
T20140001131,Clear
T20140001132,Clear
T20140001135,Clear
T20140001136,Clear
T20140001138,Clear
T20140001139,Clear
T20140001140,Clear
T20140001142,Not known
T20140001144,Not known
T20140001145,Not known
T20140001146,Clear
T20140001149,Not known
T20140001150,Clear
T20140001151,Clear
T20140001152,Clear
T20140001153,Clear
T20140001154,Clear
T20140001155,Clear
T20140001157,Clear
T20140001159,Clear
T20140001164,Clear
T20140001166,Clear
T20140001171,Clear
T20140001172,Clear
T20140001176,Clear
T20140001177,Clear
T20140001182,Clear
T20140001183,Clear
T20140001186,Clear
T20140001187,Clear
T20140001188,Clear
T20140001189,Clear
T20140001190,Clear
T20140001192,Not known
T20140001195,Clear
T20140001196,Clear
T20140001197,Clear
T20140001198,Clear
T20140001199,Clear
T20140001200,Clear
T20140001201,Clear
T20140001207,Clear
T20140001209,Clear
T20140001210,Clear
T20140001211,Not known
T20140001212,Clear
T20140001213,Clear
T20140001219,Clear
T20140001220,Clear
T20140001221,Clear
T20140001223,Clear
T20140001225,Clear
T20140001226,Clear
T20140001227,Clear
T20140001228,Clear
T20140001229,Clear
T20140001232,Clear
T20140001233,Clear
T20140001235,Clear
T20140001240,Clear
T20140001242,Clear
T20140001244,Clear
T20140001245,Clear
T20140001246,Not known
T20140001250,Clear
T20140001253,Not known
T20140001254,Clear
T20140001256,Clear
T20140001257,Clear
T20140001259,Clear
T20140001260,Clear
T20140001261,Clear
T20140001262,Clear
T20140001267,Clear
T20140001270,Clear
T20140001271,Clear
T20140001272,Clear
T20140001275,Clear
T20140001276,Clear
T20140001277,Clear
T20140001279,Clear
T20140001284,Clear
T20140001285,Clear
T20140001285,Dust
T20140001286,Clear
T20140001287,Clear
T20140001288,Clear
T20140001289,Clear
T20140001291,Clear
T20140001294,Clear
T20140001295,Clear
T20140001298,Clear
T20140001299,Clear
T20140001302,Clear
T20140001303,Not known
T20140001304,Clear
T20140001306,Clear
T20140001310,Clear
T20140001313,Raining
T20140001314,Clear
T20140001316,Clear
T20140001317,Clear
T20140001320,Clear
T20140001323,Clear
T20140001325,Not known
T20140001326,Clear
T20140001329,Clear
T20140001331,Clear
T20140001332,Not known
T20140001333,Clear
T20140001334,Clear
T20140001335,Clear
T20140001337,Clear
T20140001340,Clear
T20140001342,Clear
T20140001345,Not known
T20140001346,Clear
T20140001347,Clear
T20140001351,Clear
T20140001352,Clear
T20140001356,Clear
T20140001357,Clear
T20140001361,Clear
T20140001363,Clear
T20140001368,Clear
T20140001373,Clear
T20140001375,Not known
T20140001376,Clear
T20140001382,Clear
T20140001384,Clear
T20140001386,Clear
T20140001387,Clear
T20140001389,Clear
T20140001390,Clear
T20140001392,Clear
T20140001393,Clear
T20140001394,Clear
T20140001396,Clear
T20140001397,Clear
T20140001399,Clear
T20140001400,Clear
T20140001402,Clear
T20140001403,Clear
T20140001404,Clear
T20140001405,Clear
T20140001406,Clear
T20140001408,Clear
T20140001410,Clear
T20140001414,Clear
T20140001418,Clear
T20140001420,Clear
T20140001421,Clear
T20140001422,Clear
T20140001424,Clear
T20140001425,Clear
T20140001428,Clear
T20140001432,Not known
T20140001434,Raining
T20140001435,Clear
T20140001436,Clear
T20140001437,Clear
T20140001438,Clear
T20140001440,Clear
T20140001443,Clear
T20140001447,Clear
T20140001448,Clear
T20140001449,Clear
T20140001450,Clear
T20140001451,Clear
T20140001452,Not known
T20140001459,Clear
T20140001461,Clear
T20140001462,Not known
T20140001463,Clear
T20140001465,Clear
T20140001466,Clear
T20140001467,Clear
T20140001468,Clear
T20140001470,Clear
T20140001471,Clear
T20140001472,Clear
T20140001473,Clear
T20140001474,Clear
T20140001475,Clear
T20140001476,Clear
T20140001477,Clear
T20140001478,Clear
T20140001479,Clear
T20140001481,Clear
T20140001482,Clear
T20140001483,Clear
T20140001484,Clear
T20140001485,Clear
T20140001486,Clear
T20140001488,Clear
T20140001489,Clear
T20140001491,Clear
T20140001493,Clear
T20140001494,Clear
T20140001495,Strong winds
T20140001496,Clear
T20140001499,Clear
T20140001500,Clear
T20140001501,Clear
T20140001502,Clear
T20140001503,Clear
T20140001504,Not known
T20140001505,Clear
T20140001508,Clear
T20140001510,Clear
T20140001511,Clear
T20140001513,Not known
T20140001514,Dust
T20140001517,Clear
T20140001520,Clear
T20140001521,Clear
T20140001522,Clear
T20140001524,Clear
T20140001527,Clear
T20140001528,Clear
T20140001529,Clear
T20140001533,Raining
T20140001535,Clear
T20140001539,Not known
T20140001542,Raining
T20140001543,Raining
T20140001544,Raining
T20140001546,Raining
T20140001548,Clear
T20140001549,Raining
T20140001550,Raining
T20140001552,Raining
T20140001556,Raining
T20140001559,Raining
T20140001562,Raining
T20140001563,Raining
T20140001565,Clear
T20140001568,Raining
T20140001569,Clear
T20140001571,Clear
T20140001573,Clear
T20140001576,Clear
T20140001578,Clear
T20140001579,Raining
T20140001581,Clear
T20140001584,Clear
T20140001585,Clear
T20140001586,Clear
T20140001587,Clear
T20140001593,Clear
T20140001594,Clear
T20140001596,Clear
T20140001597,Clear
T20140001599,Clear
T20140001600,Clear
T20140001601,Clear
T20140001604,Clear
T20140001605,Clear
T20140001606,Not known
T20140001610,Clear
T20140001612,Clear
T20140001614,Clear
T20140001618,Clear
T20140001619,Clear
T20140001622,Clear
T20140001625,Clear
T20140001626,Clear
T20140001628,Clear
T20140001629,Clear
T20140001630,Clear
T20140001632,Clear
T20140001634,Clear
T20140001635,Clear
T20140001638,Clear
T20140001641,Clear
T20140001643,Clear
T20140001644,Clear
T20140001645,Clear
T20140001646,Clear
T20140001647,Clear
T20140001650,Clear
T20140001651,Clear
T20140001652,Clear
T20140001659,Clear
T20140001660,Clear
T20140001662,Clear
T20140001665,Clear
T20140001666,Clear
T20140001668,Clear
T20140001673,Clear
T20140001674,Clear
T20140001677,Clear
T20140001680,Clear
T20140001681,Not known
T20140001682,Raining
T20140001684,Clear
T20140001687,Clear
T20140001690,Clear
T20140001691,Clear
T20140001694,Clear
T20140001697,Clear
T20140001699,Clear
T20140001700,Clear
T20140001703,Clear
T20140001703,Strong winds
T20140001704,Clear
T20140001707,Clear
T20140001710,Clear
T20140001712,Clear
T20140001713,Clear
T20140001714,Clear
T20140001716,Clear
T20140001717,Not known
T20140001719,Clear
T20140001721,Clear
T20140001724,Clear
T20140001725,Clear
T20140001726,Not known
T20140001728,Clear
T20140001732,Clear
T20140001733,Clear
T20140001734,Clear
T20140001736,Clear
T20140001737,Clear
T20140001739,Clear
T20140001740,Clear
T20140001744,Clear
T20140001747,Clear
T20140001748,Clear
T20140001749,Clear
T20140001750,Not known
T20140001751,Clear
T20140001752,Clear
T20140001754,Clear
T20140001756,Clear
T20140001757,Clear
T20140001758,Clear
T20140001759,Clear
T20140001760,Not known
T20140001761,Clear
T20140001763,Clear
T20140001765,Clear
T20140001769,Clear
T20140001771,Clear
T20140001772,Clear
T20140001775,Clear
T20140001777,Clear
T20140001779,Clear
T20140001780,Clear
T20140001781,Clear
T20140001784,Clear
T20140001785,Clear
T20140001787,Clear
T20140001790,Not known
T20140001791,Clear
T20140001796,Clear
T20140001798,Clear
T20140001801,Clear
T20140001802,Clear
T20140001803,Clear
T20140001804,Clear
T20140001806,Clear
T20140001808,Clear
T20140001809,Clear
T20140001810,Clear
T20140001811,Clear
T20140001812,Clear
T20140001814,Raining
T20140001815,Clear
T20140001817,Clear
T20140001819,Clear
T20140001820,Clear
T20140001821,Clear
T20140001822,Clear
T20140001824,Clear
T20140001825,Clear
T20140001829,Clear
T20140001832,Clear
T20140001833,Not known
T20140001834,Clear
T20140001836,Clear
T20140001837,Clear
T20140001838,Raining
T20140001839,Clear
T20140001843,Clear
T20140001844,Clear
T20140001845,Clear
T20140001847,Clear
T20140001849,Clear
T20140001851,Clear
T20140001853,Clear
T20140001854,Clear
T20140001855,Clear
T20140001856,Clear
T20140001858,Clear
T20140001859,Clear
T20140001860,Clear
T20140001861,Clear
T20140001862,Clear
T20140001862,Strong winds
T20140001863,Clear
T20140001864,Clear
T20140001866,Clear
T20140001868,Clear
T20140001871,Clear
T20140001873,Clear
T20140001875,Clear
T20140001876,Clear
T20140001877,Clear
T20140001879,Clear
T20140001882,Clear
T20140001887,Clear
T20140001888,Clear
T20140001890,Clear
T20140001891,Not known
T20140001894,Clear
T20140001895,Clear
T20140001896,Clear
T20140001898,Clear
T20140001899,Clear
T20140001900,Clear
T20140001902,Clear
T20140001903,Clear
T20140001904,Clear
T20140001907,Clear
T20140001908,Clear
T20140001913,Clear
T20140001916,Clear
T20140001917,Clear
T20140001918,Clear
T20140001920,Clear
T20140001921,Clear
T20140001922,Clear
T20140001923,Clear
T20140001925,Clear
T20140001926,Clear
T20140001927,Clear
T20140001929,Clear
T20140001930,Clear
T20140001931,Clear
T20140001932,Clear
T20140001933,Clear
T20140001934,Clear
T20140001937,Clear
T20140001938,Clear
T20140001939,Clear
T20140001940,Clear
T20140001941,Clear
T20140001942,Clear
T20140001943,Clear
T20140001948,Clear
T20140001950,Clear
T20140001953,Clear
T20140001956,Clear
T20140001957,Clear
T20140001958,Clear
T20140001959,Clear
T20140001961,Clear
T20140001962,Not known
T20140001963,Clear
T20140001964,Clear
T20140001965,Clear
T20140001966,Clear
T20140001967,Clear
T20140001969,Clear
T20140001972,Clear
T20140001973,Clear
T20140001976,Clear
T20140001977,Clear
T20140001979,Clear
T20140001982,Clear
T20140001984,Clear
T20140001985,Clear
T20140001986,Not known
T20140001988,Clear
T20140001990,Clear
T20140001991,Raining
T20140001991,Strong winds
T20140001994,Clear
T20140001995,Clear
T20140001996,Clear
T20140001997,Clear
T20140001999,Clear
T20140002001,Clear
T20140002002,Clear
T20140002003,Clear
T20140002005,Clear
T20140002007,Clear
T20140002013,Clear
T20140002014,Clear
T20140002016,Clear
T20140002019,Clear
T20140002021,Clear
T20140002026,Clear
T20140002027,Raining
T20140002028,Not known
T20140002029,Clear
T20140002030,Clear
T20140002031,Clear
T20140002033,Clear
T20140002034,Clear
T20140002036,Raining
T20140002038,Clear
T20140002039,Clear
T20140002041,Clear
T20140002043,Clear
T20140002046,Clear
T20140002048,Clear
T20140002050,Clear
T20140002052,Clear
T20140002054,Not known
T20140002057,Clear
T20140002059,Clear
T20140002060,Clear
T20140002061,Clear
T20140002063,Not known
T20140002064,Clear
T20140002065,Clear
T20140002067,Clear
T20140002070,Clear
T20140002071,Clear
T20140002076,Clear
T20140002077,Clear
T20140002078,Clear
T20140002080,Clear
T20140002082,Clear
T20140002083,Clear
T20140002084,Clear
T20140002087,Clear
T20140002088,Clear
T20140002089,Clear
T20140002090,Clear
T20140002092,Clear
T20140002093,Clear
T20140002098,Clear
T20140002099,Clear
T20140002101,Clear
T20140002102,Clear
T20140002103,Clear
T20140002104,Clear
T20140002105,Clear
T20140002106,Clear
T20140002107,Clear
T20140002109,Clear
T20140002110,Clear
T20140002111,Clear
T20140002112,Clear
T20140002115,Clear
T20140002116,Clear
T20140002120,Clear
T20140002123,Clear
T20140002124,Clear
T20140002125,Clear
T20140002126,Clear
T20140002130,Clear
T20140002132,Clear
T20140002133,Clear
T20140002134,Clear
T20140002135,Clear
T20140002136,Clear
T20140002137,Clear
T20140002138,Clear
T20140002139,Clear
T20140002140,Clear
T20140002141,Clear
T20140002147,Clear
T20140002149,Clear
T20140002151,Clear
T20140002152,Clear
T20140002153,Clear
T20140002154,Clear
T20140002156,Clear
T20140002157,Clear
T20140002158,Clear
T20140002162,Clear
T20140002164,Clear
T20140002169,Clear
T20140002171,Clear
T20140002172,Clear
T20140002174,Clear
T20140002175,Clear
T20140002176,Clear
T20140002177,Clear
T20140002178,Clear
T20140002180,Clear
T20140002181,Clear
T20140002182,Clear
T20140002183,Clear
T20140002184,Clear
T20140002187,Clear
T20140002188,Clear
T20140002190,Clear
T20140002194,Dust
T20140002195,Clear
T20140002196,Clear
T20140002198,Clear
T20140002199,Clear
T20140002200,Clear
T20140002203,Clear
T20140002205,Clear
T20140002207,Clear
T20140002211,Clear
T20140002216,Clear
T20140002217,Clear
T20140002218,Clear
T20140002219,Not known
T20140002220,Clear
T20140002222,Clear
T20140002225,Clear
T20140002226,Clear
T20140002228,Clear
T20140002229,Clear
T20140002230,Not known
T20140002233,Not known
T20140002234,Clear
T20140002235,Clear
T20140002237,Clear
T20140002238,Clear
T20140002240,Not known
T20140002241,Clear
T20140002242,Clear
T20140002245,Clear
T20140002248,Not known
T20140002252,Clear
T20140002254,Clear
T20140002255,Clear
T20140002256,Clear
T20140002257,Clear
T20140002260,Clear
T20140002261,Clear
T20140002262,Clear
T20140002263,Clear
T20140002264,Clear
T20140002265,Clear
T20140002267,Clear
T20140002269,Raining
T20140002270,Clear
T20140002274,Not known
T20140002278,Clear
T20140002279,Clear
T20140002280,Clear
T20140002281,Not known
T20140002282,Clear
T20140002285,Clear
T20140002286,Clear
T20140002289,Clear
T20140002290,Clear
T20140002292,Clear
T20140002293,Clear
T20140002294,Clear
T20140002301,Not known
T20140002306,Clear
T20140002307,Clear
T20140002309,Clear
T20140002313,Not known
T20140002314,Clear
T20140002316,Clear
T20140002317,Clear
T20140002318,Clear
T20140002319,Clear
T20140002320,Clear
T20140002325,Clear
T20140002325,Strong winds
T20140002326,Not known
T20140002327,Clear
T20140002329,Dust
T20140002329,Strong winds
T20140002330,Clear
T20140002332,Clear
T20140002334,Clear
T20140002338,Not known
T20140002339,Clear
T20140002340,Clear
T20140002340,Strong winds
T20140002341,Clear
T20140002343,Clear
T20140002344,Clear
T20140002347,Clear
T20140002351,Clear
T20140002354,Clear
T20140002355,Clear
T20140002356,Clear
T20140002357,Strong winds
T20140002358,Strong winds
T20140002360,Clear
T20140002363,Clear
T20140002363,Strong winds
T20140002364,Raining
T20140002365,Strong winds
T20140002367,Clear
T20140002368,Clear
T20140002369,Clear
T20140002370,Clear
T20140002371,Clear
T20140002374,Clear
T20140002376,Clear
T20140002377,Clear
T20140002378,Clear
T20140002379,Clear
T20140002382,Clear
T20140002383,Not known
T20140002385,Not known
T20140002388,Not known
T20140002391,Clear
T20140002393,Clear
T20140002394,Clear
T20140002398,Clear
T20140002400,Clear
T20140002401,Clear
T20140002402,Not known
T20140002403,Clear
T20140002406,Clear
T20140002406,Strong winds
T20140002407,Clear
T20140002409,Clear
T20140002411,Clear
T20140002412,Clear
T20140002413,Clear
T20140002414,Clear
T20140002415,Clear
T20140002416,Clear
T20140002420,Clear
T20140002421,Clear
T20140002426,Clear
T20140002428,Clear
T20140002429,Clear
T20140002430,Not known
T20140002433,Clear
T20140002434,Clear
T20140002435,Clear
T20140002436,Clear
T20140002437,Clear
T20140002438,Clear
T20140002439,Clear
T20140002443,Clear
T20140002446,Clear
T20140002447,Clear
T20140002449,Clear
T20140002450,Clear
T20140002451,Clear
T20140002453,Clear
T20140002454,Clear
T20140002455,Clear
T20140002458,Clear
T20140002459,Clear
T20140002464,Clear
T20140002467,Clear
T20140002469,Clear
T20140002470,Clear
T20140002472,Clear
T20140002477,Clear
T20140002478,Clear
T20140002479,Clear
T20140002480,Clear
T20140002481,Raining
T20140002482,Clear
T20140002484,Clear
T20140002486,Clear
T20140002487,Clear
T20140002488,Clear
T20140002489,Clear
T20140002491,Clear
T20140002492,Clear
T20140002494,Clear
T20140002496,Clear
T20140002500,Clear
T20140002501,Clear
T20140002502,Clear
T20140002504,Not known
T20140002505,Clear
T20140002506,Clear
T20140002508,Clear
T20140002509,Clear
T20140002510,Clear
T20140002511,Clear
T20140002514,Clear
T20140002515,Clear
T20140002518,Clear
T20140002519,Clear
T20140002521,Clear
T20140002530,Clear
T20140002531,Clear
T20140002533,Clear
T20140002535,Clear
T20140002538,Clear
T20140002539,Clear
T20140002540,Clear
T20140002541,Clear
T20140002543,Not known
T20140002546,Clear
T20140002547,Clear
T20140002549,Clear
T20140002554,Clear
T20140002561,Clear
T20140002562,Clear
T20140002564,Clear
T20140002565,Not known
T20140002567,Clear
T20140002568,Clear
T20140002569,Clear
T20140002574,Clear
T20140002575,Not known
T20140002577,Not known
T20140002578,Clear
T20140002580,Clear
T20140002582,Clear
T20140002584,Clear
T20140002585,Clear
T20140002586,Clear
T20140002588,Clear
T20140002589,Clear
T20140002590,Clear
T20140002595,Clear
T20140002598,Clear
T20140002600,Clear
T20140002601,Clear
T20140002603,Clear
T20140002604,Clear
T20140002606,Clear
T20140002607,Clear
T20140002609,Clear
T20140002610,Clear
T20140002611,Clear
T20140002612,Clear
T20140002613,Clear
T20140002614,Not known
T20140002615,Not known
T20140002617,Not known
T20140002620,Clear
T20140002623,Clear
T20140002625,Clear
T20140002626,Clear
T20140002627,Raining
T20140002630,Clear
T20140002631,Clear
T20140002632,Clear
T20140002635,Clear
T20140002637,Clear
T20140002643,Clear
T20140002644,Clear
T20140002645,Clear
T20140002646,Clear
T20140002647,Clear
T20140002648,Clear
T20140002649,Not known
T20140002651,Clear
T20140002652,Clear
T20140002654,Clear
T20140002656,Clear
T20140002658,Clear
T20140002660,Clear
T20140002663,Clear
T20140002665,Clear
T20140002666,Fog
T20140002668,Clear
T20140002669,Clear
T20140002670,Clear
T20140002672,Clear
T20140002675,Clear
T20140002676,Clear
T20140002677,Clear
T20140002678,Clear
T20140002680,Clear
T20140002681,Clear
T20140002681,Strong winds
T20140002682,Clear
T20140002682,Strong winds
T20140002683,Clear
