accident_no,atmosph_cond_desc
T20170012251,Clear
T20170012254,Clear
T20170012257,Clear
T20170012259,Clear
T20170012260,Clear
T20170012263,Clear
T20170012265,Clear
T20170012267,Clear
T20170012269,Clear
T20170012270,Clear
T20170012271,Clear
T20170012273,Clear
T20170012275,Clear
T20170012276,Clear
T20170012278,Fog
T20170012280,Clear
T20170012281,Clear
T20170012283,Clear
T20170012284,Clear
T20170012285,Clear
T20170012288,Clear
T20170012289,Clear
T20170012290,Clear
T20170012291,Clear
T20170012292,Clear
T20170012293,Clear
T20170012295,Clear
T20170012300,Clear
T20170012301,Clear
T20170012304,Clear
T20170012305,Clear
T20170012306,Clear
T20170012307,Clear
T20170012308,Clear
T20170012309,Clear
T20170012311,Not known
T20170012314,Clear
T20170012315,Clear
T20170012317,Clear
T20170012318,Clear
T20170012320,Clear
T20170012322,Clear
T20170012323,Raining
T20170012326,Clear
T20170012327,Clear
T20170012330,Clear
T20170012331,Clear
T20170012332,Raining
T20170012337,Clear
T20170012338,Clear
T20170012339,Clear
T20170012340,Clear
T20170012343,Clear
T20170012344,Clear
T20170012345,Raining
T20170012346,Clear
T20170012347,Clear
T20170012348,Clear
T20170012352,Raining
T20170012354,Clear
T20170012355,Clear
T20170012358,Clear
T20170012359,Clear
T20170012360,Clear
T20170012361,Clear
T20170012362,Clear
T20170012363,Clear
T20170012364,Clear
T20170012365,Clear
T20170012369,Clear
T20170012370,Clear
T20170012371,Clear
T20170012372,Clear
T20170012373,Clear
T20170012374,Clear
T20170012375,Clear
T20170012376,Clear
T20170012381,Clear
T20170012382,Clear
T20170012385,Clear
T20170012386,Clear
T20170012387,Clear
T20170012388,Clear
T20170012389,Raining
T20170012390,Clear
T20170012391,Clear
T20170012395,Clear
T20170012398,Not known
T20170012401,Clear
T20170012402,Not known
T20170012403,Clear
T20170012404,Clear
T20170012405,Clear
T20170012411,Clear
T20170012413,Clear
T20170012414,Clear
T20170012416,Clear
T20170012418,Clear
T20170012424,Clear
T20170012426,Clear
T20170012428,Clear
T20170012429,Clear
T20170012432,Clear
T20170012435,Clear
T20170012440,Clear
T20170012441,Clear
T20170012442,Raining
T20170012443,Raining
T20170012444,Raining
T20170012445,Clear
T20170012446,Raining
T20170012447,Clear
T20170012448,Clear
T20170012449,Raining
T20170012450,Raining
T20170012452,Clear
T20170012456,Raining
T20170012459,Not known
T20170012460,Clear
T20170012461,Not known
T20170012462,Clear
T20170012464,Clear
T20170012467,Clear
T20170012468,Clear
T20170012469,Clear
T20170012472,Clear
T20170012473,Clear
T20170012475,Raining
T20170012476,Clear
T20170012479,Clear
T20170012481,Clear
T20170012483,Clear
T20170012485,Clear
T20170012494,Clear
T20170012495,Clear
T20170012496,Clear
T20170012500,Clear
T20170012504,Not known
T20170012508,Clear
T20170012509,Clear
T20170012510,Clear
T20170012512,Clear
T20170012513,Clear
T20170012514,Clear
T20170012515,Clear
T20170012516,Clear
T20170012518,Clear
T20170012523,Clear
T20170012524,Clear
T20170012526,Clear
T20170012528,Clear
T20170012529,Not known
T20170012534,Clear
T20170012540,Clear
T20170012541,Clear
T20170012543,Clear
T20170012544,Not known
T20170012545,Clear
T20170012546,Clear
T20170012547,Clear
T20170012551,Clear
T20170012555,Not known
T20170012557,Clear
T20170012559,Not known
T20170012562,Clear
T20170012563,Clear
T20170012564,Clear
T20170012565,Clear
T20170012566,Not known
T20170012569,Clear
T20170012570,Fog
T20170012571,Clear
T20170012572,Clear
T20170012573,Clear
T20170012580,Clear
T20170012581,Clear
T20170012583,Clear
T20170012584,Clear
T20170012587,Clear
T20170012588,Raining
T20170012589,Clear
T20170012591,Clear
T20170012592,Clear
T20170012595,Clear
T20170012597,Clear
T20170012601,Clear
T20170012602,Clear
T20170012604,Clear
T20170012606,Clear
T20170012609,Clear
T20170012612,Clear
T20170012613,Clear
T20170012614,Clear
T20170012616,Clear
T20170012619,Clear
T20170012620,Clear
T20170012626,Clear
T20170012629,Clear
T20170012630,Clear
T20170012631,Clear
T20170012632,Clear
T20170012634,Clear
T20170012635,Clear
T20170012636,Clear
T20170012637,Not known
T20170012638,Clear
T20170012641,Clear
T20170012644,Clear
T20170012645,Clear
T20170012646,Clear
T20170012648,Clear
T20170012649,Clear
T20170012651,Clear
T20170012653,Clear
T20170012654,Clear
T20170012657,Clear
T20170012662,Clear
T20170012663,Raining
T20170012664,Clear
T20170012666,Clear
T20170012668,Clear
T20170012669,Fog
T20170012670,Clear
T20170012674,Clear
T20170012675,Clear
T20170012676,Not known
T20170012678,Clear
T20170012681,Not known
T20170012682,Not known
T20170012683,Clear
T20170012684,Not known
T20170012685,Clear
T20170012686,Clear
T20170012690,Clear
T20170012693,Clear
T20170012694,Not known
T20170012696,Clear
T20170012697,Clear
T20170012701,Clear
T20170012703,Raining
T20170012704,Not known
T20170012705,Clear
T20170012706,Clear
T20170012710,Raining
T20170012711,Clear
T20170012715,Raining
T20170012717,Clear
T20170012719,Clear
T20170012721,Clear
T20170012722,Clear
T20170012725,Clear
T20170012728,Raining
T20170012729,Raining
T20170012730,Raining
T20170012731,Clear
T20170012732,Raining
T20170012733,Raining
T20170012735,Clear
T20170012736,Raining
T20170012737,Raining
T20170012740,Clear
T20170012741,Clear
T20170012742,Clear
T20170012743,Clear
T20170012744,Clear
T20170012745,Clear
T20170012747,Clear
T20170012748,Clear
T20170012749,Raining
T20170012750,Clear
T20170012752,Clear
T20170012753,Clear
T20170012755,Clear
T20170012759,Clear
T20170012762,Not known
T20170012763,Clear
T20170012766,Clear
T20170012767,Clear
T20170012769,Clear
T20170012774,Clear
T20170012777,Clear
T20170012778,Clear
T20170012780,Clear
T20170012781,Clear
T20170012782,Clear
T20170012786,Clear
T20170012787,Clear
T20170012788,Clear
T20170012789,Clear
T20170012791,Clear
T20170012792,Clear
T20170012793,Clear
T20170012795,Clear
T20170012797,Clear
T20170012800,Clear
T20170012802,Clear
T20170012803,Clear
T20170012807,Clear
T20170012808,Clear
T20170012811,Clear
T20170012813,Clear
T20170012814,Clear
T20170012816,Clear
T20170012817,Clear
T20170012819,Clear
T20170012820,Clear
T20170012823,Clear
T20170012828,Clear
T20170012829,Clear
T20170012831,Clear
T20170012832,Clear
T20170012833,Clear
T20170012835,Clear
T20170012836,Clear
T20170012840,Clear
T20170012841,Clear
T20170012842,Clear
T20170012843,Clear
T20170012844,Clear
T20170012848,Clear
T20170012853,Clear
T20170012854,Clear
T20170012855,Clear
T20170012856,Clear
T20170012857,Clear
T20170012858,Clear
T20170012859,Clear
T20170012860,Clear
T20170012861,Not known
T20170012863,Clear
T20170012864,Clear
T20170012865,Clear
T20170012869,Clear
T20170012870,Clear
T20170012873,Clear
T20170012878,Clear
T20170012883,Clear
T20170012884,Clear
T20170012885,Clear
T20170012886,Clear
T20170012887,Clear
T20170012891,Clear
T20170012894,Fog
T20170012897,Clear
T20170012898,Clear
T20170012899,Clear
T20170012900,Clear
T20170012901,Clear
T20170012903,Clear
T20170012904,Clear
T20170012905,Clear
T20170012906,Clear
T20170012907,Clear
T20170012908,Clear
T20170012909,Clear
T20170012913,Clear
T20170012918,Clear
T20170012919,Not known
T20170012921,Clear
T20170012922,Clear
T20170012923,Clear
T20170012924,Clear
T20170012925,Clear
T20170012928,Clear
T20170012931,Clear
T20170012932,Clear
T20170012933,Clear
T20170012935,Clear
T20170012937,Clear
T20170012938,Clear
T20170012939,Clear
T20170012942,Clear
T20170012943,Not known
T20170012946,Raining
T20170012947,Raining
T20170012948,Raining
T20170012950,Not known
T20170012952,Not known
T20170012953,Clear
T20170012954,Raining
T20170012955,Clear
T20170012959,Clear
T20170012960,Raining
T20170012963,Clear
T20170012965,Clear
T20170012974,Clear
T20170012975,Clear
T20170012976,Clear
T20170012977,Clear
T20170012978,Clear
T20170012979,Raining
T20170012980,Clear
T20170012981,Clear
T20170012982,Clear
T20170012983,Raining
T20170012986,Clear
T20170012987,Clear
T20170012988,Clear
T20170012989,Raining
T20170012991,Clear
T20170012992,Clear
T20170012994,Clear
T20170012996,Clear
T20170012997,Not known
T20170012998,Not known
T20170013000,Clear
T20170013001,Clear
T20170013002,Clear
T20170013003,Clear
T20170013005,Clear
T20170013007,Clear
T20170013008,Clear
T20170013010,Clear
T20170013011,Clear
T20170013015,Clear
T20170013016,Clear
T20170013017,Raining
T20170013018,Clear
T20170013020,Clear
T20170013023,Clear
T20170013025,Raining
T20170013026,Clear
T20170013028,Clear
T20170013033,Clear
T20170013035,Clear
T20170013037,Not known
T20170013038,Clear
T20170013039,Not known
T20170013040,Not known
T20170013041,Raining
T20170013045,Clear
T20170013046,Clear
T20170013047,Not known
T20170013048,Raining
T20170013049,Clear
T20170013050,Clear
T20170013051,Clear
T20170013054,Clear
T20170013057,Clear
T20170013058,Raining
T20170013059,Not known
T20170013060,Fog
T20170013062,Clear
T20170013063,Clear
T20170013064,Clear
T20170013065,Not known
T20170013066,Clear
T20170013067,Clear
T20170013068,Clear
T20170013070,Not known
T20170013071,Clear
T20170013073,Raining
T20170013074,Fog
T20170013075,Clear
T20170013077,Clear
T20170013079,Clear
T20170013080,Clear
T20170013085,Clear
T20170013086,Clear
T20170013087,Clear
T20170013089,Clear
T20170013092,Not known
T20170013093,Not known
T20170013094,Clear
T20170013096,Clear
T20170013097,Clear
T20170013099,Clear
T20170013102,Raining
T20170013103,Clear
T20170013105,Clear
T20170013106,Not known
T20170013108,Clear
T20170013110,Clear
T20170013111,Clear
T20170013112,Clear
T20170013113,Not known
T20170013115,Clear
T20170013119,Clear
T20170013124,Not known
T20170013125,Clear
T20170013130,Clear
T20170013131,Clear
T20170013132,Clear
T20170013135,Clear
T20170013141,Raining
T20170013142,Raining
T20170013144,Clear
T20170013145,Not known
T20170013149,Clear
T20170013150,Clear
T20170013151,Raining
T20170013152,Clear
T20170013154,Clear
T20170013157,Clear
T20170013159,Clear
T20170013161,Clear
T20170013162,Clear
T20170013163,Clear
T20170013166,Clear
T20170013170,Clear
T20170013171,Not known
T20170013173,Clear
T20170013175,Clear
T20170013177,Clear
T20170013178,Clear
T20170013179,Clear
T20170013180,Clear
T20170013181,Not known
T20170013182,Clear
T20170013183,Clear
T20170013186,Clear
T20170013189,Clear
T20170013190,Clear
T20170013193,Clear
T20170013196,Clear
T20170013197,Clear
T20170013199,Not known
T20170013203,Clear
T20170013205,Clear
T20170013206,Clear
T20170013207,Clear
T20170013208,Clear
T20170013213,Clear
T20170013216,Clear
T20170013219,Clear
T20170013221,Clear
T20170013222,Clear
T20170013223,Clear
T20170013225,Clear
T20170013226,Clear
T20170013227,Clear
T20170013228,Raining
T20170013230,Clear
T20170013230,Strong winds
T20170013233,Clear
T20170013237,Not known
T20170013238,Clear
T20170013241,Clear
T20170013242,Clear
T20170013243,Clear
T20170013246,Clear
T20170013247,Clear
T20170013249,Not known
T20170013250,Clear
T20170013251,Clear
T20170013252,Snowing
T20170013256,Clear
T20170013258,Clear
T20170013261,Not known
T20170013262,Clear
T20170013263,Not known
T20170013266,Clear
T20170013267,Clear
T20170013271,Clear
T20170013272,Clear
T20170013274,Clear
T20170013278,Clear
T20170013280,Clear
T20170013281,Clear
T20170013282,Clear
T20170013284,Clear
T20170013286,Clear
T20170013288,Clear
T20170013289,Clear
T20170013290,Clear
T20170013292,Clear
T20170013293,Clear
T20170013295,Clear
T20170013296,Clear
T20170013297,Clear
T20170013298,Not known
T20170013301,Clear
T20170013302,Clear
T20170013303,Fog
T20170013304,Clear
T20170013305,Clear
T20170013306,Clear
T20170013307,Clear
T20170013309,Not known
T20170013314,Clear
T20170013317,Clear
T20170013318,Clear
T20170013319,Clear
T20170013320,Clear
T20170013321,Clear
T20170013324,Clear
T20170013325,Clear
T20170013327,Clear
T20170013334,Clear
T20170013335,Clear
T20170013337,Raining
T20170013340,Clear
T20170013341,Clear
T20170013343,Clear
T20170013344,Clear
T20170013347,Not known
T20170013348,Clear
T20170013349,Clear
T20170013354,Not known
T20170013362,Not known
T20170013364,Clear
T20170013367,Clear
T20170013368,Clear
T20170013369,Clear
T20170013370,Clear
T20170013371,Clear
T20170013374,Clear
T20170013375,Not known
T20170013376,Clear
T20170013377,Clear
T20170013378,Clear
T20170013379,Clear
T20170013381,Clear
T20170013383,Clear
T20170013384,Clear
T20170013386,Clear
T20170013388,Clear
T20170013393,Clear
T20170013396,Clear
T20170013397,Clear
T20170013400,Clear
T20170013402,Clear
T20170013403,Clear
T20170013405,Clear
T20170013407,Clear
T20170013413,Clear
T20170013414,Clear
T20170013417,Clear
T20170013419,Clear
T20170013422,Clear
T20170013425,Clear
T20170013426,Clear
T20170013427,Clear
T20170013428,Clear
T20170013429,Not known
T20170013433,Clear
T20170013434,Clear
T20170013438,Clear
T20170013439,Clear
T20170013442,Raining
T20170013445,Raining
T20170013447,Raining
T20170013449,Not known
T20170013453,Clear
T20170013454,Clear
T20170013456,Clear
T20170013457,Clear
T20170013458,Fog
T20170013459,Clear
T20170013464,Not known
T20170013468,Clear
T20170013469,Clear
T20170013470,Clear
T20170013473,Clear
T20170013475,Clear
T20170013476,Clear
T20170013477,Fog
T20170013480,Not known
T20170013481,Clear
T20170013482,Raining
T20170013483,Clear
T20170013484,Clear
T20170013485,Clear
T20170013490,Clear
T20170013491,Clear
T20170013493,Clear
T20170013494,Clear
T20170013495,Clear
T20170013496,Clear
T20170013497,Clear
T20170013499,Clear
T20170013500,Clear
T20170013505,Clear
T20170013506,Clear
T20170013508,Clear
T20170013509,Clear
T20170013512,Clear
T20170013516,Not known
T20170013518,Clear
T20170013519,Clear
T20170013520,Clear
T20170013522,Clear
T20170013523,Not known
T20170013524,Not known
T20170013528,Clear
T20170013529,Not known
T20170013530,Clear
T20170013537,Not known
T20170013539,Clear
T20170013540,Fog
T20170013541,Clear
T20170013546,Clear
T20170013547,Clear
T20170013548,Fog
T20170013552,Clear
T20170013553,Clear
T20170013554,Clear
T20170013555,Clear
T20170013559,Clear
T20170013560,Clear
T20170013564,Not known
T20170013566,Clear
T20170013567,Clear
T20170013569,Clear
T20170013570,Clear
T20170013571,Not known
T20170013574,Clear
T20170013576,Clear
T20170013582,Clear
T20170013585,Clear
T20170013589,Clear
T20170013591,Clear
T20170013593,Clear
T20170013594,Clear
T20170013602,Clear
T20170013603,Clear
T20170013604,Not known
T20170013607,Clear
T20170013611,Clear
T20170013613,Raining
T20170013614,Clear
T20170013615,Not known
T20170013616,Clear
T20170013618,Clear
T20170013619,Clear
T20170013622,Clear
T20170013624,Clear
T20170013626,Clear
T20170013628,Clear
T20170013629,Clear
T20170013630,Clear
T20170013631,Clear
T20170013634,Clear
T20170013636,Clear
T20170013639,Clear
T20170013640,Clear
T20170013641,Clear
T20170013642,Clear
T20170013643,Not known
T20170013647,Not known
T20170013648,Clear
T20170013649,Clear
T20170013651,Clear
T20170013654,Not known
T20170013658,Clear
T20170013659,Raining
T20170013661,Clear
T20170013663,Clear
T20170013665,Raining
T20170013666,Clear
T20170013669,Clear
T20170013671,Clear
T20170013673,Not known
T20170013674,Raining
T20170013678,Not known
T20170013679,Clear
T20170013681,Clear
T20170013682,Clear
T20170013683,Clear
T20170013683,Strong winds
T20170013684,Not known
T20170013686,Raining
T20170013687,Clear
T20170013690,Clear
T20170013691,Clear
T20170013692,Clear
T20170013693,Raining
T20170013695,Raining
T20170013696,Clear
T20170013699,Clear
T20170013701,Clear
T20170013702,Clear
T20170013703,Clear
T20170013704,Not known
T20170013705,Clear
T20170013707,Clear
T20170013708,Not known
T20170013710,Clear
T20170013712,Not known
T20170013713,Clear
T20170013714,Clear
T20170013718,Clear
T20170013719,Clear
T20170013720,Clear
T20170013721,Clear
T20170013724,Clear
T20170013725,Clear
T20170013726,Clear
T20170013728,Clear
T20170013729,Clear
T20170013730,Clear
T20170013732,Raining
T20170013733,Clear
T20170013734,Clear
T20170013735,Clear
T20170013736,Clear
T20170013737,Clear
T20170013739,Clear
T20170013744,Clear
T20170013748,Fog
T20170013749,Fog
T20170013751,Not known
T20170013753,Clear
T20170013755,Clear
T20170013756,Clear
T20170013758,Clear
T20170013760,Clear
T20170013761,Clear
T20170013762,Clear
T20170013763,Clear
T20170013766,Clear
T20170013767,Clear
T20170013769,Clear
T20170013770,Clear
T20170013772,Raining
T20170013777,Clear
T20170013782,Clear
T20170013783,Clear
T20170013788,Not known
T20170013789,Clear
T20170013791,Clear
T20170013792,Clear
T20170013799,Clear
T20170013800,Clear
T20170013802,Raining
T20170013803,Clear
T20170013804,Not known
T20170013805,Clear
T20170013809,Not known
T20170013810,Clear
T20170013811,Clear
T20170013813,Clear
T20170013816,Clear
T20170013817,Clear
T20170013819,Clear
T20170013820,Clear
T20170013823,Clear
T20170013824,Clear
T20170013825,Not known
T20170013827,Clear
T20170013828,Not known
T20170013834,Clear
T20170013835,Clear
T20170013836,Clear
T20170013837,Clear
T20170013839,Clear
T20170013847,Clear
T20170013848,Clear
T20170013849,Not known
T20170013850,Clear
T20170013851,Clear
T20170013852,Clear
T20170013854,Clear
T20170013856,Clear
T20170013857,Clear
T20170013858,Clear
T20170013859,Clear
T20170013861,Clear
T20170013872,Clear
T20170013873,Clear
T20170013880,Clear
T20170013881,Clear
T20170013882,Clear
T20170013885,Not known
T20170013886,Not known
T20170013890,Clear
T20170013891,Clear
T20170013892,Raining
T20170013893,Clear
T20170013894,Raining
T20170013897,Clear
T20170013898,Clear
T20170013900,Clear
T20170013901,Clear
T20170013903,Clear
T20170013904,Not known
T20170013909,Clear
T20170013911,Clear
T20170013912,Clear
T20170013914,Clear
T20170013917,Clear
T20170013918,Raining
T20170013922,Clear
T20170013924,Clear
T20170013925,Clear
T20170013926,Clear
T20170013931,Raining
T20170013932,Not known
T20170013933,Clear
T20170013939,Clear
T20170013941,Not known
T20170013943,Not known
T20170013944,Clear
T20170013946,Not known
T20170013947,Raining
T20170013948,Clear
T20170013949,Clear
T20170013951,Clear
T20170013953,Clear
T20170013954,Raining
T20170013955,Clear
T20170013958,Clear
T20170013959,Clear
T20170013960,Raining
T20170013961,Raining
T20170013962,Raining
T20170013964,Clear
T20170013965,Not known
T20170013967,Clear
T20170013968,Raining
T20170013970,Clear
T20170013972,Clear
T20170013979,Clear
T20170013982,Raining
T20170013985,Raining
T20170013986,Clear
T20170013987,Clear
T20170013988,Raining
T20170013989,Raining
T20170013990,Raining
T20170013993,Raining
T20170013994,Clear
T20170013995,Raining
T20170013995,Strong winds
T20170013997,Raining
T20170014000,Raining
T20170014001,Raining
T20170014004,Raining
T20170014005,Clear
T20170014006,Clear
T20170014010,Raining
T20170014011,Clear
T20170014013,Raining
T20170014014,Clear
T20170014016,Raining
T20170014017,Clear
T20170014018,Raining
T20170014019,Clear
T20170014022,Clear
T20170014023,Not known
T20170014027,Clear
T20170014032,Raining
T20170014034,Clear
T20170014035,Clear
T20170014037,Clear
T20170014038,Clear
T20170014039,Clear
T20170014040,Clear
T20170014041,Clear
T20170014042,Raining
T20170014046,Not known
T20170014049,Raining
T20170014050,Clear
T20170014052,Clear
T20170014057,Raining
T20170014058,Clear
T20170014059,Clear
T20170014061,Clear
T20170014063,Not known
T20170014064,Clear
T20170014068,Raining
T20170014070,Not known
T20170014071,Clear
T20170014072,Clear
T20170014073,Clear
T20170014075,Clear
T20170014079,Clear
T20170014080,Clear
T20170014081,Raining
T20170014086,Raining
T20170014088,Clear
T20170014089,Not known
T20170014090,Clear
T20170014091,Clear
T20170014095,Clear
T20170014096,Clear
T20170014097,Clear
T20170014099,Clear
T20170014101,Clear
T20170014102,Clear
T20170014103,Clear
T20170014105,Clear
T20170014107,Not known
T20170014108,Clear
T20170014111,Raining
T20170014112,Clear
T20170014113,Clear
T20170014117,Clear
T20170014119,Clear
T20170014120,Clear
T20170014121,Clear
T20170014123,Clear
T20170014124,Fog
T20170014125,Fog
T20170014129,Clear
T20170014131,Clear
T20170014134,Clear
T20170014136,Not known
T20170014137,Clear
T20170014140,Fog
T20170014141,Clear
T20170014142,Clear
T20170014144,Clear
T20170014145,Clear
T20170014148,Not known
T20170014154,Clear
T20170014155,Clear
T20170014157,Clear
T20170014158,Clear
T20170014159,Clear
T20170014165,Not known
T20170014166,Clear
T20170014167,Clear
T20170014168,Clear
T20170014169,Clear
T20170014170,Clear
T20170014171,Clear
T20170014174,Raining
T20170014176,Clear
T20170014180,Clear
T20170014182,Clear
T20170014183,Clear
T20170014184,Clear
T20170014189,Raining
T20170014190,Fog
T20170014194,Clear
T20170014195,Clear
T20170014199,Clear
T20170014203,Clear
T20170014205,Clear
T20170014210,Clear
T20170014212,Clear
T20170014213,Clear
T20170014214,Clear
T20170014215,Clear
T20170014221,Clear
T20170014223,Clear
T20170014226,Clear
T20170014227,Clear
T20170014229,Clear
T20170014233,Clear
T20170014234,Fog
T20170014237,Clear
T20170014240,Clear
T20170014241,Clear
T20170014244,Clear
T20170014245,Not known
T20170014247,Clear
T20170014249,Clear
T20170014253,Clear
T20170014255,Clear
T20170014255,Strong winds
T20170014258,Clear
T20170014260,Clear
T20170014265,Clear
T20170014268,Clear
T20170014269,Clear
T20170014272,Clear
T20170014273,Raining
T20170014274,Clear
T20170014280,Clear
T20170014282,Clear
T20170014283,Clear
T20170014283,Strong winds
T20170014286,Raining
T20170014288,Raining
T20170014289,Clear
T20170014291,Clear
T20170014293,Clear
T20170014300,Clear
T20170014302,Clear
T20170014304,Clear
T20170014305,Not known
T20170014306,Clear
T20170014311,Clear
T20170014312,Clear
T20170014318,Clear
T20170014321,Not known
T20170014324,Clear
T20170014326,Clear
T20170014327,Clear
T20170014329,Clear
T20170014332,Clear
T20170014334,Fog
T20170014337,Clear
T20170014338,Clear
T20170014340,Not known
T20170014341,Clear
T20170014342,Raining
T20170014343,Not known
T20170014345,Fog
T20170014348,Clear
T20170014349,Clear
T20170014352,Clear
T20170014354,Clear
T20170014357,Clear
T20170014358,Clear
T20170014361,Clear
T20170014363,Clear
T20170014364,Clear
T20170014366,Clear
T20170014368,Clear
T20170014370,Raining
T20170014372,Clear
T20170014373,Clear
T20170014375,Not known
T20170014376,Clear
T20170014377,Clear
T20170014378,Raining
T20170014379,Not known
T20170014380,Clear
T20170014381,Clear
T20170014382,Not known
T20170014392,Clear
T20170014394,Clear
T20170014395,Clear
T20170014397,Clear
T20170014400,Not known
T20170014402,Not known
T20170014404,Not known
T20170014405,Clear
T20170014407,Clear
T20170014408,Clear
T20170014409,Clear
T20170014412,Clear
T20170014413,Clear
T20170014414,Clear
T20170014415,Clear
T20170014416,Not known
T20170014417,Clear
T20170014418,Clear
T20170014419,Not known
T20170014423,Not known
T20170014424,Clear
T20170014426,Clear
T20170014428,Clear
T20170014429,Not known
T20170014431,Clear
T20170014432,Clear
T20170014433,Not known
T20170014434,Raining
T20170014435,Raining
T20170014436,Clear
T20170014437,Raining
T20170014445,Clear
T20170014447,Raining
T20170014448,Clear
T20170014450,Fog
T20170014452,Raining
T20170014454,Raining
T20170014455,Not known
T20170014459,Raining
T20170014460,Clear
T20170014462,Raining
T20170014463,Clear
T20170014465,Clear
T20170014466,Clear
T20170014467,Not known
T20170014468,Clear
T20170014469,Clear
T20170014471,Clear
T20170014474,Clear
T20170014476,Clear
T20170014477,Clear
T20170014479,Clear
T20170014480,Clear
T20170014481,Clear
T20170014484,Raining
T20170014485,Not known
T20170014489,Clear
T20170014490,Not known
T20170014491,Raining
T20170014496,Raining
T20170014497,Clear
T20170014498,Clear
T20170014503,Clear
T20170014506,Clear
T20170014507,Clear
T20170014508,Clear
T20170014509,Clear
T20170014510,Fog
T20170014511,Clear
T20170014514,Clear
T20170014515,Clear
T20170014516,Clear
T20170014520,Clear
T20170014522,Clear
T20170014523,Not known
T20170014524,Raining
T20170014524,Fog
T20170014525,Clear
T20170014528,Clear
T20170014529,Clear
T20170014533,Clear
T20170014537,Clear
T20170014538,Not known
T20170014540,Clear
T20170014541,Clear
T20170014545,Clear
T20170014547,Not known
T20170014550,Not known
T20170014551,Clear
T20170014554,Not known
T20170014559,Clear
T20170014560,Clear
T20170014561,Clear
T20170014562,Not known
T20170014565,Raining
T20170014566,Raining
T20170014568,Clear
T20170014570,Raining
T20170014572,Clear
T20170014574,Raining
T20170014576,Clear
T20170014577,Raining
T20170014578,Raining
T20170014578,Strong winds
T20170014580,Raining
T20170014580,Strong winds
T20170014582,Raining
T20170014582,Strong winds
T20170014584,Not known
T20170014585,Raining
T20170014586,Raining
T20170014591,Clear
T20170014592,Fog
T20170014595,Clear
T20170014596,Clear
T20170014597,Clear
T20170014600,Clear
T20170014601,Clear
T20170014605,Clear
T20170014609,Clear
T20170014610,Clear
T20170014611,Not known
T20170014612,Clear
T20170014616,Clear
T20170014617,Clear
T20170014618,Clear
T20170014620,Clear
T20170014621,Clear
T20170014622,Clear
T20170014623,Clear
T20170014625,Clear
T20170014626,Clear
T20170014628,Clear
T20170014629,Clear
T20170014631,Clear
T20170014632,Clear
T20170014633,Clear
T20170014634,Clear
T20170014637,Raining
T20170014640,Clear
T20170014641,Not known
T20170014643,Clear
T20170014646,Clear
T20170014649,Clear
T20170014650,Clear
T20170014651,Clear
T20170014653,Clear
T20170014654,Clear
T20170014655,Clear
T20170014656,Clear
T20170014657,Clear
T20170014660,Clear
T20170014662,Clear
T20170014663,Not known
T20170014664,Clear
T20170014664,Strong winds
T20170014666,Not known
T20170014670,Clear
T20170014671,Clear
T20170014672,Clear
T20170014676,Clear
T20170014677,Clear
T20170014678,Clear
T20170014679,Clear
T20170014680,Clear
T20170014681,Clear
T20170014682,Clear
T20170014682,Strong winds
T20170014683,Clear
T20170014685,Clear
T20170014688,Clear
T20170014688,Strong winds
T20170014689,Clear
T20170014689,Strong winds
T20170014690,Raining
T20170014692,Not known
T20170014694,Clear
T20170014695,Clear
T20170014697,Clear
T20170014703,Clear
T20170014712,Clear
T20170014715,Clear
T20170014716,Clear
T20170014716,Strong winds
T20170014717,Clear
T20170014717,Strong winds
T20170014718,Clear
T20170014719,Clear
T20170014720,Clear
T20170014721,Not known
T20170014723,Clear
T20170014724,Clear
T20170014725,Clear
T20170014726,Clear
T20170014727,Clear
T20170014728,Clear
T20170014731,Clear
T20170014732,Clear
T20170014734,Clear
T20170014736,Clear
T20170014737,Clear
T20170014738,Clear
T20170014741,Clear
T20170014743,Clear
T20170014745,Clear
T20170014747,Clear
T20170014748,Clear
T20170014750,Clear
T20170014753,Clear
T20170014754,Clear
T20170014755,Clear
T20170014756,Clear
T20170014757,Clear
T20170014760,Clear
T20170014762,Clear
T20170014763,Clear
T20170014764,Not known
T20170014765,Clear
T20170014766,Clear
T20170014769,Clear
T20170014770,Clear
T20170014771,Clear
T20170014772,Clear
T20170014773,Clear
T20170014775,Clear
T20170014776,Clear
T20170014777,Not known
T20170014779,Clear
T20170014780,Clear
T20170014781,Clear
T20170014783,Clear
T20170014785,Clear
T20170014785,Strong winds
T20170014786,Clear
T20170014790,Clear
T20170014793,Clear
T20170014795,Clear
T20170014798,Clear
T20170014799,Clear
T20170014800,Not known
T20170014801,Not known
T20170014803,Clear
T20170014804,Clear
T20170014806,Fog
T20170014807,Clear
T20170014809,Clear
T20170014810,Clear
T20170014812,Clear
T20170014814,Clear
T20170014816,Clear
T20170014820,Clear
T20170014821,Clear
T20170014822,Clear
T20170014823,Clear
T20170014825,Clear
T20170014826,Clear
T20170014833,Clear
T20170014834,Fog
T20170014835,Clear
T20170014838,Clear
T20170014843,Clear
T20170014847,Clear
T20170014850,Not known
T20170014851,Clear
T20170014852,Clear
T20170014853,Clear
T20170014855,Clear
T20170014856,Clear
T20170014857,Fog
T20170014858,Clear
T20170014859,Clear
T20170014865,Not known
T20170014866,Clear
T20170014868,Clear
T20170014869,Clear
T20170014871,Clear
T20170014873,Clear
T20170014874,Not known
T20170014875,Not known
T20170014879,Clear
T20170014880,Clear
T20170014883,Clear
